case_name,incident_date,incident_name,incident_tx_hashes,source_url,incident_record_sha256,tx_hash_count,reconstruction_status
ulme_2,2022-10-25,ULME,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,cdf407823e4e95f546434c59ec7012fb89c14ae363f85652580392d25971c807,0,requires_additional_incident_tx_source
aur,2022-11-22,AUR,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,a1adaf41dd11076a0c6abe847a5a99f7c01768579fff99e51ec958f98aed2032,0,requires_additional_incident_tx_source
annex,2022-11-19,AnnexFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,e742a9533015d11cdc16dd7199f05e94aeb146693ddbbb56822682c4c62144a5,0,requires_additional_incident_tx_source
xavefinance,2022-10-09,Xave Finance,"[""0xc18ec2eb7d41638d9982281e766945d0428aaeda6211b4ccb6626ea7cff31f4a""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,450c1eed9cbbb389605b19e2b6ba170d61dbfe8eaf90ef0f3efb5111927f9f80,1,ready_for_dual_provider_receipt_reconstruction
bdex,2022-11-05,BDEX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,d7356a5b6c7826496bf5c92e42ee8d41decc81ac2d426a9956fb48b508e80f61,0,requires_additional_incident_tx_source
kashi,2022-11-08,Kashi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,b77c60f150c5c25dd906c2a9903f85b1fafd528d087091821a1d60cdca30cde7,0,requires_additional_incident_tx_source
mbc_zzsh,2022-11-29,MBC & ZZSH,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,a80a6cc927c627a9050079687a39fd6a54d9ea5e91c06e0f04c64bc526927f7a,0,requires_additional_incident_tx_source
brahtopg,2022-11-09,BrahTOPG,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,064f316b99b0a1f98a34984d48a489c4eb79f0faa95bfe06d70834fea54d5b84,0,requires_additional_incident_tx_source
num,2022-11-23,NUM,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,aeb636da37cd692bf6edbc12347f76d2dcc41adfe17e68a668154e54ecaa6626,0,requires_additional_incident_tx_source
sdao,2022-11-21,sDAO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,1a06914e310c71e938fe55a12bbae8cc4f3c4d41c7aba4319bef418e1d845a67,0,requires_additional_incident_tx_source
dfx,2022-11-10,DFXFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,0a764876626e11ef7fe89899ac826a198d0f8da9dd76a0a5e1b008a2ec10c3e3,0,requires_additional_incident_tx_source
moocakectx,2022-11-07,MooCAKECTX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,3af7845d9257437b50e85a2bc7125fe16b6e1bdd14a128ac6dd573a8c7326a75,0,requires_additional_incident_tx_source
sheepfarm2,2022-11-16,SheepFarm,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,d355bf4da91ccdca71ac0b806670a9370d6a0f42380c325a563cb042fcc58b1a,0,requires_additional_incident_tx_source
seaman,2022-11-29,SEAMAN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,f1ca2231b820f53779c10bab341395bdc803710af2dfadecf2ae35f41b5c3af3,0,requires_additional_incident_tx_source
aes,2022-12-07,AES (Deflationary token),[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,d1c52ab22c1564e57e2b978ad5f398c573eae65f516da2002000fc89aa65dca8,0,requires_additional_incident_tx_source
sheepfarm,2022-11-16,SheepFarm,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,d355bf4da91ccdca71ac0b806670a9370d6a0f42380c325a563cb042fcc58b1a,0,requires_additional_incident_tx_source
uearnpool,2022-11-17,UEarnPool,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,59ef8f9e7fdcb10ddc15b1131e38f7cb854372e605a7e49b8de66d2a4821436e,0,requires_additional_incident_tx_source
jay,2022-12-29,JAY,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,db1386515f5590d05f7541d5408962e432cf7a36b642148c7d48db338e720977,0,requires_additional_incident_tx_source
dfs,2022-12-30,DFS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,e765f32ba2f1e0a49a1197f2d14f219e54cc1ed2553a8e4fcb4837bb18023780,0,requires_additional_incident_tx_source
bgld,2022-12-12,BGLD (Deflationary token),[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,b4331ab675cd1aeda7e8523c81fb680ad14fb0ca68b8ac43567239d25d99bd1a,0,requires_additional_incident_tx_source
rubic,2022-12-25,Rubic,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,da04e68c0f4514a328d8599802a7ac32ff9f8f776a7cd9d7234b41de7ff62a3c,0,requires_additional_incident_tx_source
tifi,2022-12-10,TIFIToken,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,7f82c3b22f877b29e73579743e56feb968524e2feba88c81bc4782f118d40a27,0,requires_additional_incident_tx_source
qixi,2022-08-03,Qixi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,ecb01762f527766c39fe2d3f5372891ed460cf2be0f313effdfc71c9a565b929,0,requires_additional_incident_tx_source
xcarnival,2022-06-26,XCarnival,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,88bf3e75a8bcebe33c14479d0616c9df90bd72e57b5190dbd7b85c8d5de477d1,0,requires_additional_incident_tx_source
novo,2022-05-29,NOVO Protocol,"[""0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,80dbdee6522539fe7f9968d8aa1115f0501afebf84304c7d09a8cf60a4c01058,1,ready_for_dual_provider_receipt_reconstruction
xst,2022-08-10,XSTABLE Protocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,ac980aa50936e743b521836e95229deb5e03a037f3e51a56bce508ae29842a7c,0,requires_additional_incident_tx_source
bbox,2022-12-05,BBOX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,d515ed7adc9406e1fd4d2bb26fb010dcff10f5685bb1cbea64f5dc803bec1159,0,requires_additional_incident_tx_source
nmbplatform,2022-12-14,Nmbplatform,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,37a693062e1c454bcdd647800fb3848ffca994e2e26dfb9c04d914e0e7986a0d,0,requires_additional_incident_tx_source
rfb,2022-12-05,RFB,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,4c22db30e2907b87781834b816f73a5451ddbd78318b377367142737299a5f35,0,requires_additional_incident_tx_source
shoco,2023-01-19,SHOCO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,78592a7b3034c3c46902ecbef7e8880793d53f634d01dfcc4cb88973dcb92bae,0,requires_additional_incident_tx_source
qtn,2023-01-18,QTNToken,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,97f79379800de58b011883fb2a3b22ada9dfc6c648e72c2674a80e4344a5ddd0,0,requires_additional_incident_tx_source
tinu,2023-01-26,TINU,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,209b2350caa38b1ece628269e73da01c91e2584a7ea39cb8661f67cf821f0ca4,0,requires_additional_incident_tx_source
bra,2023-01-10,BRA,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,28c23d8c63daac50bc2d88fdd2e6da928eaad2ae14e15e393342b2bd7f5bdb60,0,requires_additional_incident_tx_source
bevo,2023-01-30,BEVO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,466f574ba0b6138ad285df179e8ef8e1f47132c03f6f4cec1ce0c17360bb607a,0,requires_additional_incident_tx_source
omniestate,2023-01-17,OmniEstate,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,339c1cb46cb4b8dba4a69aabf4bd3ddcdf16695bb4c9db2873ed5067910fd5c3,0,requires_additional_incident_tx_source
gds,2023-01-03,GDS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f133bcf77115517e92a74eaa4862856160367c7dfa6ab0ce717703333d38ca93,0,requires_additional_incident_tx_source
ufdao,2023-01-11,UFDao,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,3f87a9969fbd9c3a46a8b56de964bbd87d555974a9361bf27e54e156e94b6108,0,requires_additional_incident_tx_source
upswing,2023-01-18,UPSToken,"[""0x4b3df6e9c68ae482c71a02832f7f599ff58ff877ec05fed0abd95b31d2d7d912""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,096a64991a7d2fc68aa16318ed16cec6cc60de825fa4e6de92de2b3425e4e1b3,1,ready_for_dual_provider_receipt_reconstruction
roefinance,2023-01-11,RoeFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,4038cc16dc764000e5540fd5f01aa745903eea938e4ed3a99a5455622162b49e,0,requires_additional_incident_tx_source
efvault,2023-02-24,EFVault,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,68edecb51d2fa2593e02e14f18e96fd9ea8769ae3611be1d4dabd888b636bd01,0,requires_additional_incident_tx_source
fdp,2023-02-06,FDP,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,3d906384ee936746d672dbfc3cad07972bb1e7119141ce312010671cf7c85581,0,requires_additional_incident_tx_source
dexible,2023-02-17,Dexible,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,4e6fd15f0c9f1255cfe205eaee2b040e69c0dac862c7bf768fe3fdc53312a057,0,requires_additional_incident_tx_source
dyna,2023-02-22,DYNA,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,0606d32d977bdc3f23dd05023c118ba7841cf5fb14bdec135b2b1d42c7952174,0,requires_additional_incident_tx_source
revertfinance,2023-02-18,RevertFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,207d11063b53884c885c89aa548be4521d5744a7ac420e813021f072bcdb0eee,0,requires_additional_incident_tx_source
starlink,2023-02-17,Starlink,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,ce989f1533e653d024b528cbd95da156c293d2c4a813e73814fb2ef1e94b91a7,0,requires_additional_incident_tx_source
bigfi,2023-03-22,BIGFI,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,220300e58292c3d55d564b0788ae83fbcd7bb1b362e8625a43291b6ae713ac6e,0,requires_additional_incident_tx_source
sheep,2023-02-10,Sheep,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,1da2b0d5408a2ec990fa02df710580cd89676723591b068165339ad3e21faa13,0,requires_additional_incident_tx_source
orion,2023-02-03,Orion Protocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,230018610c21d80d51f87ee5b73442005156617f01ca4fe6120bf470660824b6,0,requires_additional_incident_tx_source
poolz,2023-03-15,Poolz,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,bda1ee287e1e98d03ba4f9d84d1de72a3bfe16cc8fcf2398cfbb174bc4ca86d1,0,requires_additional_incident_tx_source
allbridge,2023-04-02,Allbridge,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1,0,requires_additional_incident_tx_source
dbw,2023-03-25,DBW,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2d5fb42b8fb902aed9674385117e519fbbd3c9e74f81b581634bf8b73703dc1b,0,requires_additional_incident_tx_source
axioma,2023-04-24,Axioma,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d1f57ab5d65e3870792251bb781cb24374339cd2c271c583bcb8d369468509d7,0,requires_additional_incident_tx_source
olife,2023-04-19,OLIFE,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f45cb26ca206b4bde90938dde044e118066e680daef86e0ce52ad3c62684d22a,0,requires_additional_incident_tx_source
sushi_router,2023-04-09,SushiSwap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2f68d6a8ba91da88a2370a929db3676986a4819479ce27ecc2a31c56dd5f51aa,0,requires_additional_incident_tx_source
safemoon,2023-03-28,SafeMoon Hack,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2498c583ba177edc37f363e0b54f95dce073d9cbc59359a1f1664f38071aecf5,0,requires_additional_incident_tx_source
swapos,2023-04-16,Swapos V2,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,e94fd586bd17e469d11f7ab540aff87a6383b37a90ab987fdfff7a54b73bf3fe,0,requires_additional_incident_tx_source
yearnfinance,2023-04-13,yearnFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,37a56741b1b475a56725fe36565ad21976ef7d726b4c6ac3aa334aefa6aeadc9,0,requires_additional_incident_tx_source
babydogecoin,2023-05-29,BabyDogeCoin,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f2cbefc8b122988a0ecb2a48794d7f5e6ab5a2843115be4493c3a46a8a5dd383,0,requires_additional_incident_tx_source
silo_finance,2023-04-27,Silo finance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9b884914f8626d2d99687e9e3de2268d1534ccdf70eaa31fbe6f3d47de80a7ec,0,requires_additional_incident_tx_source
bitpaidio,2023-05-13,Bitpaidio,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,4683251ff02b948ca7e6f187c76773c1ea70e778b8de50a96b27635c4b31ac62,0,requires_additional_incident_tx_source
fapen,2023-05-29,FAPEN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9903575470e05debdc8af3e0a6b38af77a955c68a506a6080e6e2db71618b7c7,0,requires_additional_incident_tx_source
erc20tokenbank,2023-05-31,ERC20TokenBank,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,cc25142537541b03e2a2cde009662c1a89939a7dc5ea5167e2596c16860eb0c3,0,requires_additional_incident_tx_source
cs,2023-05-24,CS Token,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b1eac141e6770456816aef704a422069bc7c3d9376ce88023f987f73d9e03c31,0,requires_additional_incident_tx_source
hodlcapital,2023-05-09,HODL,"[""0xedc214a62ff6fd764200ddaa8ceae54f842279eadab80900be5f29d0b75212df""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,be2766c06367f10ee7018421cb76febad2cd6cc091b52344bac9938ab3a02e15,1,ready_for_dual_provider_receipt_reconstruction
melo,2023-05-06,Melo,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,1dc21648b7180b94668622e40e723ddb45f816a0b4db31f80c03b8227679254a,0,requires_additional_incident_tx_source
lw,2023-05-12,LW,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,49b6cafe686b7ed303e5c8fde8dcbd7aad87ef4c64f05c35cfd6166a6ee469de,0,requires_additional_incident_tx_source
multichaincapital,2023-05-09,MCC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,e9c51537d22eb98fbcac694db0e01fbd86720b900728569d4afbb877e3ecd65a,0,requires_additional_incident_tx_source
level,2023-05-02,Level,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,a8fb16f1411330e130d3de965ab9566abad2bed4494b479d532b26982bf317cf,0,requires_additional_incident_tx_source
sellc02,2023-05-14,SellToken03,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,559eb4960b432d4fa1392e4d65cda28a014cefe0e6886c640cfd27582f00dcd9,0,requires_additional_incident_tx_source
neverfall,2023-05-03,NeverFall,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,24887d71d881e9b3355abe95a52ecaa0d0c74111a215a55236b2edc74bf19ec4,0,requires_additional_incident_tx_source
sellc,2023-05-11,SellToken01,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,924f1e34730cb2111ed37a8a768a7ddea30ac55a29e91ab340aea3daee14fbcd,0,requires_additional_incident_tx_source
selltoken,2023-05-13,SellToken02,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,6852a28aadb71748b01358c5c5ecddfedfacbfff88805eab506ad83398787569,0,requires_additional_incident_tx_source
snk,2023-05-10,SNK,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,164582ee842565517c67f992eb087dbae90c1c25f531e9c0ccee407de7f74bf6,0,requires_additional_incident_tx_source
bunn,2023-06-21,BUNN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,a1bf8e860d6d88279b97d92e86cc3dd50fada2f0a5420c604e4257c427ca6a6a,0,requires_additional_incident_tx_source
babydogecoin02,2023-06-21,BabyDogeCoin02,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,3274443c97c0b04665c742a6dc2e8931686164c4c17094d6d6ce92e4b318746f,0,requires_additional_incident_tx_source
compounderfinance,2023-06-07,CompounderFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,7b7f23fad9d05da732c442a167795dff9925e20fb9fd35a7e51ceee315284d01,0,requires_additional_incident_tx_source
cellframe,2023-06-01,Cellframenet,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,22ee8da702b8ec402db2753585e434341c06afac1d5137b85dd787333536c903,0,requires_additional_incident_tx_source
biswap,2023-06-30,Biswap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2dbbab18564e61d8aafe54c973def4ca29776e7066596137b180fb6ba04aaedd,0,requires_additional_incident_tx_source
ddcoin,2023-06-01,DDCoin,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f54389af142259a1d51bfe6d43dee6fc3e2630eb614f674bffa8e09b53d529d4,0,requires_additional_incident_tx_source
mimspell,2023-06-20,MIMSpell,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,5588b17b13b02b52ec1d5dc496ee8f513ab1a96a29e0aa08fef4e1f025460eba,0,requires_additional_incident_tx_source
myai,2023-06-30,MyAi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,26ab177fd8aa6159d63dc2dcf177a33812dc1f463cddc89c7e193751bce4ab6c,0,requires_additional_incident_tx_source
pawnfi,2023-06-17,Pawnfi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,abd97bbc4468d7f191f15759d29ba60c3e6de6f4fe1b1321caa6f89e54871295,0,requires_additional_incident_tx_source
sellc03,2023-06-11,SellToken04,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,839b537d4aa211c9efda4aff91e88a02372dac45f571e651571af2b7155e80f4,0,requires_additional_incident_tx_source
depusdt_levusdc,2023-06-15,DEPUSDT_LEVUSDC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,6a971e7ce95ebc37b0bcb21a660b18ac4e244428132e8656d35c7d71996b6aaf,0,requires_additional_incident_tx_source
shido_2,2023-06-23,SHIDO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20,0,requires_additional_incident_tx_source
un,2023-06-06,UN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,5e59953a48ff30c9425ea46eecccba2a7b34bea95cb1c670419d299b8e284700,0,requires_additional_incident_tx_source
vinu,2023-06-06,VINU,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,7333d38d149657163985aec162e91b923b8c2dc1908977b70fffc7501213525e,0,requires_additional_incident_tx_source
sturdy,2023-06-12,Sturdy Finance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,08c49ad305591fa542ed64d287a0e685ac6065855a132ac2e3fe4e641f762e94,0,requires_additional_incident_tx_source
bno,2023-07-18,BNO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2d18e200f289b7d72ff413afe5f914eedde0485a4acf79e2c6764c2247ac413f,0,requires_additional_incident_tx_source
apedao,2023-07-18,APEDAO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,c99bb520e3259748253f1c1e9e009d9c6768476d9c079b38ca973243badbcfa8,0,requires_additional_incident_tx_source
bamboo,2023-07-04,BambooIA,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,c71d97c2735917906643a53564faea9d5a5805ca719ba7903fd7d4fb38be65d1,0,requires_additional_incident_tx_source
conic02,2023-07-22,Conic Finance 02,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,cf3764f4bf28c89963a6b607dff63415f068aa0793595862d68f9bbfefe5d86f,0,requires_additional_incident_tx_source
bao,2023-07-04,BaoCommunity,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,cb83300719c4e75f585516f21ddcd63ac49f1639611a086e0b6c78ee3dd65350,0,requires_additional_incident_tx_source
conic,2023-07-21,Conic Finance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,0,requires_additional_incident_tx_source
conic_2,2023-07-21,Conic Finance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,0,requires_additional_incident_tx_source
gymnet,2023-07-31,GYMNET,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d83705236c566e6d4bc746c7d9ec9e70e95fba4e11fdc324176dbd03d9522540,0,requires_additional_incident_tx_source
ffist,2023-07-20,FFIST,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,91117a056e2e76070a468985f0b482382a42f791ead704211d1644b8b87194b2,0,requires_additional_incident_tx_source
mintofinance,2023-07-23,MintoFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,aba56dfc99b4e2a2467bd75f35a51d9efd2dd0eeb478472eadac1d73a8e4eaee,0,requires_additional_incident_tx_source
newfi,2023-07-17,NewFi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,cb1487b55e66a8cc6f1141f460c6d0b2ef847804fe15fc2f69802176b33b80ba,0,requires_additional_incident_tx_source
usdtstakingcontract28,2023-07-15,USDTStakingContract28,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,161cf06028a9979f51a35374287d6d6933d27c92fd9433282f7373f6636d32e0,0,requires_additional_incident_tx_source
utopia,2023-07-20,Utopia,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,47783ad47bdd3130ee1173942685b908e13fc6969fcc99f6bef4f5a79a3022f1,0,requires_additional_incident_tx_source
palmswap,2023-07-24,Palmswap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f39a223dc58ce3fcffccdff63277c149a9b83e2401ebbd06b0dabc2683133178,0,requires_additional_incident_tx_source
sut,2023-07-21,SUT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,379dfcd9ba9b4c5d2a7b0887728c275c714ac9bece967d28d754d6f50894a17a,0,requires_additional_incident_tx_source
wgpt,2023-07-12,WGPT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,aa3190bfdfa1fadc9310c4995070c4d31c2c4c651a3ecbaf779cda51492c7b3c,0,requires_additional_incident_tx_source
btc20,2023-08-19,BTC20,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,22b121acbfcc40154c0f0b48bf818e2f4561667799dd1d2dfb0320f73d3655ca,0,requires_additional_incident_tx_source
ehive,2023-08-21,EHIVE,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b90f303b9792c571423fdf6fa220a018f3664860d2b524f62b39f6b38fefc56b,0,requires_additional_incident_tx_source
balancer,2023-08-27,Balancer,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,2874efeac1f3c130d422c24d482bf435af39a7b71926151d92f622c65c415660,0,requires_additional_incident_tx_source
eac,2023-08-29,EAC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,bc218962d9ef63f3067269968d51defc1f4697fe5b8bf49c19452d3c3506e6ef,0,requires_additional_incident_tx_source
earningfram,2023-08-09,EarningFram,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,a3fcad17a2ae54c366de182933eab1c3d9da6f56c4e43f54fcfcae5b1549da60,0,requires_additional_incident_tx_source
leetswap,2023-08-01,LeetSwap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d45baeffbd8d4563718fe12155d11b46aa61b423de459a48dc6418be9cc3ee0a,0,requires_additional_incident_tx_source
uwerx,2023-08-02,Uwerx,"[""0x3b19e152943f31fe0830b67315ddc89be9a066dc89174256e17bc8c2d35b5af8""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,543b26507e1d92c59fbbd12c55f643a672513fa1842572a45e2c7fe3007251a1,1,ready_for_dual_provider_receipt_reconstruction
bfctoken,2023-09-09,BFCToken,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b56ad2e3b4b45b8a6c41e0d11b45ff86503c9df226cf61725c734618e17876c6,0,requires_additional_incident_tx_source
floordao,2023-09-05,FloorDAO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f2773ef985532853a323b49018a6a4b5179f58faa0047bea333da99ede24e52b,0,requires_additional_incident_tx_source
heavensgate,2023-09-05,HeavensGate,"[""0xe28ca1f43036f4768776805fb50906f8172f75eba3bf1d9866bcd64361fda834""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,aa049f6cdd223fb06f152c2f09320a78f3fa35c374da4fc053a9b791699527e2,1,ready_for_dual_provider_receipt_reconstruction
kub_split,2023-09-24,KubSplit,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,c9c6d07740584932bd2016947c05ff9461413cd000452d86872ed8c1b51c4b1e,0,requires_additional_incident_tx_source
