case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,population_role,replaced_parent_slot_case_id,parent_envelope_path,parent_envelope_sha256,parent_case_artifact_path,parent_case_artifact_sha256,candidate_envelope_path,candidate_envelope_sha256,historical_envelope_path,historical_envelope_sha256,replacement_selection_rank,replacement_order_rule,replacement_source_sha256,replacement_readme_sha256,replacement_incident_block,replacement_exploit_tx_hash,candidate_id,source_case_id,source_artifact_path,source_artifact_sha256
anch,defihacklabs,bsc,20302534,0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,,ca2-627fce499908ff82ad6d,2022-08-09,ANCH,Skim token balance,src/test/2022-08/ANCH_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,df8cb6720f717f132b0d1444a83d99966a00010c95622096eabb37d9444fc3c7,"[""https://twitter.com/AnciliaInc/status/1557527183966408706""]",[],,exact_contract_basename,True,True,,,2022-08-09,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-627fce499908ff82ad6d.json,e80a58da8d58795f3d06cd3331295cfd0ecdb040e538fcfbe96ae2f86df2c024,cases/ca2-627fce499908ff82ad6d.json,2bf562a1eae2a157d3b393fe54215138c8e2df7086e6c36a6e043414aff0614c,,,,,,,,,,,,ca2-627fce499908ff82ad6d,cases/ca2-627fce499908ff82ad6d.json,2bf562a1eae2a157d3b393fe54215138c8e2df7086e6c36a6e043414aff0614c
audius,defihacklabs,ethereum,15201793,0x4deca517d6817b6510798b7328f2314d3003abac,,ca2-96f82ac8ed9b6f3e4f14,2022-07-23,Audius,Storage Collision & Malicious Proposal,src/test/2022-07/Audius_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,c5b1301a7820658065c0a37affe24ed15dfef662bf35206cc1e82edd86b5d1a4,"[""https://blog.audius.co/article/audius-governance-takeover-post-mortem-7-23-22"", ""https://twitter.com/1nf0s3cpt/status/1551050841146400768"", ""https://twitter.com/AudiusProject/status/1551000725169180672""]",[],,frozen_date_override,True,True,,,2022-07-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-96f82ac8ed9b6f3e4f14.json,045617d2908546109e167dbcf3db9197082ad6615d759b2c9dedbc7688eaa41b,cases/ca2-96f82ac8ed9b6f3e4f14.json,23ac0147eb8e0df475deb280a9070ac94fad1c48eb6b04af82d384c78a30549c,,,,,,,,,,,,ca2-96f82ac8ed9b6f3e4f14,cases/ca2-96f82ac8ed9b6f3e4f14.json,23ac0147eb8e0df475deb280a9070ac94fad1c48eb6b04af82d384c78a30549c
etnproduct,defihacklabs,bsc,20147974,0x1292267f726e6f313972ec4e14578735473e1649,,ca2-2d415ee24d090e5e26dc,2022-08-04,EtnProduct,Business Logic Flaw,src/test/2022-08/EtnProduct_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,7bb776604651c2fab27ed51f637376921f2fdc64f1c691854bdbf1650c2578d2,"[""https://x.com/BeosinAlert/status/1555439220474642432""]",[],,exact_contract_basename,True,True,,,2022-08-04,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-2d415ee24d090e5e26dc.json,cfe906516df9dc0055e726c94c530ecebc3107a9843c5cff66ed84af6fdc0829,cases/ca2-2d415ee24d090e5e26dc.json,7e43287bc7e762ea80523cb09ab75464eee0a37465fc8a8ebc761cbba72506bd,,,,,,,,,,,,ca2-2d415ee24d090e5e26dc,cases/ca2-2d415ee24d090e5e26dc.json,7e43287bc7e762ea80523cb09ab75464eee0a37465fc8a8ebc761cbba72506bd
CookFinanceIssuance,defihacklabs-temporal-replacement-finalization,bsc,106740999,0x7db3cbaf736c049933a3af28dbed4a4442aa89d0,,ca2-b801a4d001ea7844b2c0,2026-06-27,CookFinanceIssuance,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,ceb3ff65d033916b66c7675cf2edcf9cc9407b048e7e64d9cce8ca9ddf939ad4,47f7906afb5de4395204a7c94ea085abfb69b5bdb6d3a91816924741ef256f8f,[],"[""0x51e46828b7aabfa810910b3f8ca535053716e6bcb8b7f94a4ff59757d71a1bca""]",,frozen_chain_global_order_finalization,True,True,16101989,16130686,106741000,,4f54034ec32b510e8777e7c7a4ccacd6001ec292a8062fc44e7be1ab8b9e8713,,replacement_candidate_selected,[],replacement,ca2-001604d480f953df5322,cases/ca2-001604d480f953df5322.json,eb5f6465d1b6403891180669f2a64ce5152b83de9dbeaf05602c02ec0da617ea,,,cases/ca2r-88058b64a3023c297a5f.json,5dd755585cd7598cf4063b889d23cd6c41a5dd07dfdf9c8f1866ed9808df2762,historical_cases/ca2r-88058b64a3023c297a5f/ca2r-88058b64a3023c297a5f.json,d060dd903d942edaef33a67e052a8525e8a59d5794f1b1033c34bf22e745f51d,1,first_eligible_unique_from_frozen_chain_global_order,ceb3ff65d033916b66c7675cf2edcf9cc9407b048e7e64d9cce8ca9ddf939ad4,a18c0040510cddc88d59e602bac53bbcafbe5dfbc978cff0134cb513de79fc53,106740999,0x51e46828b7aabfa810910b3f8ca535053716e6bcb8b7f94a4ff59757d71a1bca,ca2r-88058b64a3023c297a5f,ca2r-88058b64a3023c297a5f,historical_cases/ca2r-88058b64a3023c297a5f/ca2r-88058b64a3023c297a5f.json,d060dd903d942edaef33a67e052a8525e8a59d5794f1b1033c34bf22e745f51d
luckytiger,defihacklabs,ethereum,15403430,0x9c87a5726e98f2f404cdd8ac8968e9b2c80c0967,,ca2-da248926cc32b52fc5ad,2022-08-24,LuckyTiger NFT,Predicting Random Numbers,src/test/2022-08/LuckyTiger_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,3d054af4b119ee50bc2daeb0461f8a75d3605ce2c395f77fd1d9e96ee4b8b615,"[""https://etherscan.io/tx/0x804ff3801542bff435a5d733f4d8a93a535d73d0de0f843fd979756a7eab26af"", ""https://twitter.com/1nf0s3cpt/status/1576117129589317633""]","[""0x804ff3801542bff435a5d733f4d8a93a535d73d0de0f843fd979756a7eab26af""]",,exact_contract_basename,True,True,,,2022-08-24,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-da248926cc32b52fc5ad.json,7e72f98e0a542457ecd568b22629f4f10999b86c1de635894fd09c6d69cc0225,cases/ca2-da248926cc32b52fc5ad.json,41a8bb95c00e56f53c08ed05ebd310d84472be3a9083c22c7f29a721a96c46b0,,,,,,,,,,,,ca2-da248926cc32b52fc5ad,cases/ca2-da248926cc32b52fc5ad.json,41a8bb95c00e56f53c08ed05ebd310d84472be3a9083c22c7f29a721a96c46b0
egd_finance,defihacklabs,bsc,20245522,0x34bd6dba456bc31c2b3393e499fa10bed32a9370,,ca2-29064c97bd3050d5cc0b,2022-08-07,EGD Finance,Flashloans & Price Manipulation,src/test/2022-08/EGD_Finance_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,0a5382e2133b53dbb3e54f8d78724fd6d573222d192fc00b71c5e5519a84aa22,"[""https://twitter.com/BlockSecTeam/status/1556483435388350464"", ""https://twitter.com/PeckShieldAlert/status/1556486817406283776""]",[],,exact_contract_basename,True,True,,,2022-08-07,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-29064c97bd3050d5cc0b.json,0e49e195104679a77e5c2c3fdad104b13d313188fbe0678cc388a403c0ea99e5,cases/ca2-29064c97bd3050d5cc0b.json,50763435b40764c7716fafcf2c42975b294e26dd058517557bf69d1ae21eba83,,,,,,,,,,,,ca2-29064c97bd3050d5cc0b,cases/ca2-29064c97bd3050d5cc0b.json,50763435b40764c7716fafcf2c42975b294e26dd058517557bf69d1ae21eba83
badguysbyrpf,defihacklabs,ethereum,15460093,0xb84cbaf116eb90fd445dd5aeadfab3e807d2cbac,,ca2-1dbdc2611cd24dc765b2,2022-09-02,Bad Guys by RPF,Business Logic Flaw : Missing Check For Number of NFT to Mint,src/test/2022-09/BadGuysbyRPF_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,f63b98e0b885c4af1e21877846716e2bf1f4fb796d75674c929c382c0a628f82,"[""https://etherscan.io/tx/0x27e64a8215ae1528245c912bcca09883fdd7cce69249bd5d5d1c0eecf5297b96"", ""https://twitter.com/RugDoctorApe/status/1565739119606890498""]","[""0x27e64a8215ae1528245c912bcca09883fdd7cce69249bd5d5d1c0eecf5297b96""]",,exact_contract_basename,True,True,,,2022-09-02,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-1dbdc2611cd24dc765b2.json,0b8270858b58752da63f97d09e4d952708b6973ee80e8125076db6cca034be28,cases/ca2-1dbdc2611cd24dc765b2.json,a6251a8bf3858c5f83092eb7d002f8369693b7776365a33116228116f871f197,,,,,,,,,,,,ca2-1dbdc2611cd24dc765b2,cases/ca2-1dbdc2611cd24dc765b2.json,a6251a8bf3858c5f83092eb7d002f8369693b7776365a33116228116f871f197
xst_2,defihacklabs,ethereum,15310016,0x91383a15c391c142b80045d8b4730c1c37ac0378,,ca2-aa992d5980e00838b209,2022-08-10,XSTABLE Protocol,Incorrect Logic Check,src/test/2022-08/XST_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,ac980aa50936e743b521836e95229deb5e03a037f3e51a56bce508ae29842a7c,"[""https://mobile.twitter.com/BlockSecTeam/status/1557195012042936320""]",[],,frozen_date_override,True,True,,,2022-08-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-aa992d5980e00838b209.json,9e9c146aade368da21ac0e405a0b726c1fe677b619ea4030d487f77c1bd54917,cases/ca2-aa992d5980e00838b209.json,1e712824731430050ee29524dd5bf9f48ec8aae5045be9297eafdf09f901b53f,,,,,,,,,,,,ca2-aa992d5980e00838b209,cases/ca2-aa992d5980e00838b209.json,1e712824731430050ee29524dd5bf9f48ec8aae5045be9297eafdf09f901b53f
nomadbridge,defihacklabs,ethereum,15259100,0x5d94309e5a0090b165fa4181519701637b6daeba,,ca2-cf529333b32b69e4842e,2022-08-02,Nomad Bridge,Business Logic Flaw : Incorrect acceptable merkle-root checks,src/test/2022-08/NomadBridge_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,f0e573be780bf95556815ae6a155d116aa4254dfcd4a7c5269af5861099aa70d,"[""https://blog.coinbase.com/nomad-bridge-incident-analysis-899b425b0f34"", ""https://twitter.com/samczsun/status/1554252024723546112"", ""https://www.certik.com/resources/blog/28fMavD63CpZJOKOjb9DX3-nomad-bridge-exploit-incident-analysis""]",[],,exact_contract_basename,True,True,,,2022-08-02,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-cf529333b32b69e4842e.json,49e5adfff10e7932bcbfafd0398d1cb0fa8456636949815890ddfb4c6842d830,cases/ca2-cf529333b32b69e4842e.json,3f0561da8e28d6e3543a2f512e7cffa9f035ff8cbbffe60a8244cbccad1499c9,,,,,,,,,,,,ca2-cf529333b32b69e4842e,cases/ca2-cf529333b32b69e4842e.json,3f0561da8e28d6e3543a2f512e7cffa9f035ff8cbbffe60a8244cbccad1499c9
bxh,defihacklabs,bsc,21727289,0x27539b1dee647b38e1b987c41c5336b1a8dce663,,ca2-60b7a39b3acbf3ed1937,2022-09-28,BXH,Flashloan & Price Oracle Manipulation,src/test/2022-09/BXH_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,a1060132f6e66172264c33da043d90c8cc843f22a10c916489986b84d49d9def,"[""https://bscscan.com/tx/0xa13c8c7a0c97093dba3096c88044273c29cebeee109e23622cd412dcca8f50f4"", ""https://www.jinse.com/lives/319392.html""]","[""0xa13c8c7a0c97093dba3096c88044273c29cebeee109e23622cd412dcca8f50f4""]","$40,305",exact_contract_basename,True,True,,,2022-09-28,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-60b7a39b3acbf3ed1937.json,1a6f5cd45443b09a4c11d75c37a14cb837f74b2a65afa8daef60a8ac70b0422a,cases/ca2-60b7a39b3acbf3ed1937.json,5b2d6e0150b4e459be31b9ffad78251577f450b6f3d25235eedd59d6c6070dd9,,,,,,,,,,,,ca2-60b7a39b3acbf3ed1937,cases/ca2-60b7a39b3acbf3ed1937.json,5b2d6e0150b4e459be31b9ffad78251577f450b6f3d25235eedd59d6c6070dd9
dpc,defihacklabs,bsc,21179209,0xb75ca3c3e99747d0e2f6e75a9fbd17f5ac03cebe,,ca2-0aa20008e0303e8a5201,2022-09-09,DPC,Incorrect Reward calculation,src/test/2022-09/DPC_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,39fdd2dcab396ec29da33a0d4ccb40047cd6e46be431607901546351eb00b22b,"[""https://bscscan.com/address/0x2109bbecB0a563e204985524Dd3DB2F6254AB419"", ""https://learnblockchain.cn/article/4733"", ""https://twitter.com/BeosinAlert/status/1568429355919089664""]",[],,exact_contract_basename,True,True,,,2022-09-09,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-0aa20008e0303e8a5201.json,2bc79037f510e3fc3acbbd4175c832d4a52d0945cf5f2470cd11d688d569daae,cases/ca2-0aa20008e0303e8a5201.json,a842530245f2cfe2b65087f76f5c240b6e2efb399951e25eccd4ee4c5b09b711,,,,,,,,,,,,ca2-0aa20008e0303e8a5201,cases/ca2-0aa20008e0303e8a5201.json,a842530245f2cfe2b65087f76f5c240b6e2efb399951e25eccd4ee4c5b09b711
shadowfi,defihacklabs,bsc,20969095,0x10bc28d2810dd462e16facff18f78783e859351b,,ca2-742774bf4edd46ad6f87,2022-09-02,ShadowFi,Access Control,src/test/2022-09/Shadowfi_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,2674bd359af18771b2693c9eb18c461d64e49e1bff2cb37031a9c1f7353fce91,"[""https://bscscan.com/tx/0xe30dc75253eecec3377e03c532aa41bae1c26909bc8618f21fb83d4330a01018"", ""https://twitter.com/PeckShieldAlert/status/1565549688509861888""]","[""0xe30dc75253eecec3377e03c532aa41bae1c26909bc8618f21fb83d4330a01018""]",,exact_contract_basename,True,True,,,2022-09-02,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-742774bf4edd46ad6f87.json,f46c882fd3714cb134451cfcbbafff7c7f86cbc412dea617240b96ae03e7da3c,cases/ca2-742774bf4edd46ad6f87.json,42539fbb2b62eb8279b304d5aef3656f40d549bf81157f8539853aeb7729e411,,,,,,,,,,,,ca2-742774bf4edd46ad6f87,cases/ca2-742774bf4edd46ad6f87.json,42539fbb2b62eb8279b304d5aef3656f40d549bf81157f8539853aeb7729e411
atk,defihacklabs,bsc,22102838,0x9cb928bf50ed220ac8f703bce35be5ce7f56c99c,,ca2-8f02fa85c8202388bdf3,2022-10-12,ATK,FlashLoan manipulate price,src/test/2022-10/ATK_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,c060298c8207aea642918805b16e34a6388f1cdff91137616c2376ab65aefa7f,"[""https://twitter.com/BlockSecTeam/status/1580095325200474112""]",[],~127K BUSD,exact_contract_basename,True,True,,,2022-10-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-8f02fa85c8202388bdf3.json,52c4986948f2bb90162088c26f1d6175093d7e1d0bb94562c96475c5ac787a00,cases/ca2-8f02fa85c8202388bdf3.json,75f8647af09507c6888df3eff431c5d2bfa62d79ba4635de26ba855b9cc978ec,,,,,,,,,,,,ca2-8f02fa85c8202388bdf3,cases/ca2-8f02fa85c8202388bdf3.json,75f8647af09507c6888df3eff431c5d2bfa62d79ba4635de26ba855b9cc978ec
bego,defihacklabs,bsc,22315679,0xc342774492b54ce5f8ac662113ed702fc1b34972,,ca2-8ad0e7849cd27bf47eab,2022-10-20,BEGO,Incorrect signature verification,src/test/2022-10/BEGO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,58e9a445670a0e0c48d6d59284a10a8d17e71910bd1fb01d740c18be48ca6e61,"[""https://twitter.com/AnciliaInc/status/1582828751250784256"", ""https://twitter.com/peckshield/status/1582892058800685058""]",[],,exact_contract_basename,True,True,,,2022-10-20,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-8ad0e7849cd27bf47eab.json,dcef07ed0b3d9a7cf15e8e1c32a31def18771207800a701c142bf7b712dd0ccc,cases/ca2-8ad0e7849cd27bf47eab.json,efaab371be7c4f7b5f483489cb5e89db8f43c7159f54a990e11fb43a8380d368,,,,,,,,,,,,ca2-8ad0e7849cd27bf47eab,cases/ca2-8ad0e7849cd27bf47eab.json,efaab371be7c4f7b5f483489cb5e89db8f43c7159f54a990e11fb43a8380d368
babyswap,defihacklabs,bsc,21811979,0x5c9f1a9ced41ccc5dcecda5afc317b72f1e49636,,ca2-e5a8dccafb3c4f63fdb2,2022-10-01,BabySwap,Parameter Access Control,src/test/2022-10/BabySwap_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,648b0e42186edd74db255dcbf89e94b86ef3204992ab4ef6515281ec8cb35351,"[""https://twitter.com/BlockSecTeam/status/1576441612812836865""]",[],,exact_contract_basename,True,True,,,2022-10-01,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-e5a8dccafb3c4f63fdb2.json,90800c12babeacfa7378bb9bc37593c92e141f0f93d4cf676802e2fd1992132c,cases/ca2-e5a8dccafb3c4f63fdb2.json,1987b8afc9de49d13c50572ecaed27f3a718730e4c1ac1252733980684917728,,,,,,,,,,,,ca2-e5a8dccafb3c4f63fdb2,cases/ca2-e5a8dccafb3c4f63fdb2.json,1987b8afc9de49d13c50572ecaed27f3a718730e4c1ac1252733980684917728
roi,defihacklabs,bsc,21143795,0xe48b75dc1b131fd3a8364b0580f76efd04cf6e9c,,ca2-3b0aac1754ae5d74f870,2022-09-08,Ragnarok Online Invasion,Broken Access Control,src/test/2022-09/ROI_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,bccbb202669b05e37194493de31af6ac45210bb1e2e41b89b2e016ed27d84076,"[""https://medium.com/quillhash/decoding-ragnarok-online-invasion-44k-exploit-quillaudits-261b7e23b55"", ""https://twitter.com/BlockSecTeam/status/1567746825616236544"", ""https://twitter.com/CertiKAlert/status/1567754904663429123"", ""https://www.panewslab.com/zh_hk/articledetails/mbzalpdi.html""]",[],,exact_contract_basename,True,True,,,2022-09-08,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-3b0aac1754ae5d74f870.json,33f51d25a18b6ce0a8ff61dde62f012f2b44bd472b2a51899c055b3855e59a87,cases/ca2-3b0aac1754ae5d74f870.json,9432b658b21ef2a4d6be9a2ac190d570d3981c298256d90563e90cde5577f357,,,,,,,,,,,,ca2-3b0aac1754ae5d74f870,cases/ca2-3b0aac1754ae5d74f870.json,9432b658b21ef2a4d6be9a2ac190d570d3981c298256d90563e90cde5577f357
JUDAO,defihacklabs-temporal-replacement-finalization,bsc,95070973,0xf55dff7898930a2d28cdbc39d615b1624ac86888,,ca2-ce4de12cb6ec0aa01094,2026-04-28,JUDAO,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,c7dd6c9cd1ae82c8184d827fa7ba67ea58b40f1e98ea07df9393875cb6a19206,7d6af025464b970ed0f91e86e4a2bc6ead85f4bf27c9b111498c5d282e7a5bc7,[],"[""0x956e38b8ddb40ba080c8042c685ae52ee5c1b096f1d7f0c4a6c59be3eb4265bd""]",,frozen_chain_global_order_finalization,True,True,75703141,75895112,95070974,,ba77bd45fc4e70a04b478d968e5b635e3f47f3c9f02b644650176a6a592a0a40,,replacement_candidate_selected,[],replacement,ca2-997649be77b639049862,cases/ca2-997649be77b639049862.json,a2c888e874b6108fa41a4a9df47081d20450f5b1250d4a8c0bf1abde03439756,,,cases/ca2r-30e61eedd2e8aba1ccf7.json,3fb29a159bb9355263481bf25847282fe15d2362862f5e23eef2591ab074fe83,historical_cases/ca2r-30e61eedd2e8aba1ccf7/ca2r-30e61eedd2e8aba1ccf7.json,2007385a0d836294a1950b1f2aa44d6e37a7127b60918e17e4a868e9c793e1cc,24,first_eligible_unique_from_frozen_chain_global_order,c7dd6c9cd1ae82c8184d827fa7ba67ea58b40f1e98ea07df9393875cb6a19206,a18c0040510cddc88d59e602bac53bbcafbe5dfbc978cff0134cb513de79fc53,95070973,0x956e38b8ddb40ba080c8042c685ae52ee5c1b096f1d7f0c4a6c59be3eb4265bd,ca2r-30e61eedd2e8aba1ccf7,ca2r-30e61eedd2e8aba1ccf7,historical_cases/ca2r-30e61eedd2e8aba1ccf7/ca2r-30e61eedd2e8aba1ccf7.json,2007385a0d836294a1950b1f2aa44d6e37a7127b60918e17e4a868e9c793e1cc
carrot,defihacklabs,bsc,22055611,0xcff086ead392ccb39c49ecda8c974ad5238452ac,,ca2-f6ff26fef2c7c8239a54,2022-10-10,Carrot,Public functionCall,src/test/2022-10/Carrot_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,4d96e3a73a95448bc7213d2d443106421b0f7cd0bbcc86d258822892334817da,"[""https://bscscan.com/tx/0xa624660c29ee97f3f4ebd36232d8199e7c97533c9db711fa4027994aa11e01b9"", ""https://twitter.com/BlockSecTeam/status/1579908411235237888""]","[""0xa624660c29ee97f3f4ebd36232d8199e7c97533c9db711fa4027994aa11e01b9""]","31,318 BUSDT",exact_contract_basename,True,True,,,2022-10-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-f6ff26fef2c7c8239a54.json,eec679f42a45dbaed458d397a8b7f5022019c8b1bb87f492c547e90eb691d3dc,cases/ca2-f6ff26fef2c7c8239a54.json,965080141090dcd50212ad02b94306577637972c62f9f6bcecccbd8a40a83ff4,,,,,,,,,,,,ca2-f6ff26fef2c7c8239a54,cases/ca2-f6ff26fef2c7c8239a54.json,965080141090dcd50212ad02b94306577637972c62f9f6bcecccbd8a40a83ff4
