case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized
dyson_money,bsc,56,2023-06-28T19:54:38Z,10,100,0x4b80936e31db0848a29a7241fb7422ee3ad833a8,56:0x4b80936e31db0848a29a7241fb7422ee3ad833a8,UNKNOWN_REQUIRES_RPC,-1,0x19ecc984f6465b7cd9915bf488d53e6ad1641fe2c93040da2082b60b922872b9,28765386,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,bd1173098be821ad73ee955519ccc84582a4bd68e689bb1be6c8b6544ef146ac,0011af3c3172026d20c8a94521f4c7d7c06f9c1c54c3154128078c25bcedd5a4,e130aacbe64ca1b51644f1fa3beeeb4d424b1f6839d2e07ac6c503da449823f6,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
egd_finance,bsc,56,2022-07-29T06:50:26Z,9,90,0x60885b7905ac025ff9d3ea7fdd99fada7533f9a7,56:0x60885b7905ac025ff9d3ea7fdd99fada7533f9a7,UNKNOWN_REQUIRES_RPC,-1,0xa1d2daaf40b9b984131ab48cd81cfa3fc18feadeac26e61893d5f3464a60a906,19576078,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,17f415a9ae469dd2370a8d654cead9c0d0643b17fd8c340d101775e5a9509525,001777e51cb6e4d06a91e9222a4fa5e9ef3fe1873c71c467edcf5f2315252b45,c3d4c6ecf8a422114067ad89f85b037b74d7ae7f11d6a0af6a1f3c12543f7bf4,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
eleven,bsc,56,2021-04-26T02:52:04Z,10,100,0x315f2fc305380721ddd5712d1323de6a5491d934,56:0x315f2fc305380721ddd5712d1323de6a5491d934,UNKNOWN_REQUIRES_RPC,-1,0xe6c00cf4c8e270f7bc6928960df504d826a39f40b70cd3ec9f68b2956ac388e8,6437688,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_9000000_10000000.parquet,6777e0b50be1d60a845e1be0313473c99fb8675967b51e4530577f82391cd3cf,15157df99adeacc090f7156d8868aabd40256d4c1eaade6a57c781a7c7e480e1,00157d3d317495b3050a4889ec5cf227b3c6d4185c8609b937a3d7dbffb9a098,333288730bf48ea04122b9cfa08d8b585688efd6848ebcb7dc8ec60fa2fb4a62,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
est,bsc,56,2026-03-21T12:57:01Z,10,100,0xd9fcc2a03ad8a0620fc445281fab234a0601612a,56:0xd9fcc2a03ad8a0620fc445281fab234a0601612a,UNKNOWN_REQUIRES_RPC,-1,0x691533448948ec6c6a870229d96a438c207f7c2540c5698843b656e375e5ce47,84277014,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,fdeeed71d77cffcf4b0c8dc518b186e58ba18c33e33460392090e7b2418d8279,0013c9744b8c8fc66a6ee49ee5ca1aa83f377b962fc8fd3c984d94eb366a0038,3aba2a8190729b5e7f5d2d94fae3e4fb440f170caf6d65cdc12fa242db4a1557,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
etnproduct,bsc,56,2022-08-03T17:03:19Z,10,100,0x7ae5c0ef7c8f4ffa5b3e0e4c12c5badc5b074b88,56:0x7ae5c0ef7c8f4ffa5b3e0e4c12c5badc5b074b88,UNKNOWN_REQUIRES_RPC,-1,0x252bc5ede9980313c2e63e2f52bb5d97f5a032a00321383884e98b05f5b4535a,19252942,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,5ad2be21d17172f6f865ef03f55da9b953f5f7a5eb40833b45cdf65d3c34a57c,00197cf8dc02e460d60835edd03c5e3217e0274372b1e341cc5d51e0ca95996b,67385341edc3026f9b7b1f97930c46d307cf311407299dd0fea9d8a823362dbd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
excommunity,bsc,56,2024-05-16T08:19:02Z,5,50,0xa505f1421749bfbc4b6917726a02dc83fa7e91f9,56:0xa505f1421749bfbc4b6917726a02dc83fa7e91f9,UNKNOWN_REQUIRES_RPC,-1,0xa458f4f897e702aca495bda119942541343ec1e70bcb48c62af2dc145984def6,38496118,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,79e270131ba0efa8cac07ecc9734cd6c90c21e26da3e12b76175421e043726a1,001b5211abae4114534ce2fc778e9cb50a721af27b43aeab255c4e8cd04d6e90,565a777e4cb548da2ba99823dce4b827087e40815e6588b62b20a86901108bd6,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
fdp,bsc,56,2021-06-06T15:32:33Z,10,100,0x2cf7105f8decfc9abd57a826b0b5cbb7140ebb2e,56:0x2cf7105f8decfc9abd57a826b0b5cbb7140ebb2e,UNKNOWN_REQUIRES_RPC,-1,0x367e94506869b6f15936e534344bef80777553b42ab322cb9fd7ff3605990e5f,7915794,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_10000000_11000000.parquet,dc224a34690e621a034e308c5ab0ca0606654984ac1d2d10d1a2daa31cda8ec9,b5b93f2a2303b9396e79a757129509dff5340b4694914e4cc423a10e980de97e,0005b3916e149c4b8eeb181fd19b3d34f86791d504fe7c79167bc107ae7183fc,670c36d4dec0adceb669045215aeff27b0c8a4e943a156f39b15036f390e6642,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
ffist,bsc,56,2023-05-28T04:36:01Z,10,100,0x3a49732684aa8d7b8666d4d069da4a14a4143584,56:0x3a49732684aa8d7b8666d4d069da4a14a4143584,UNKNOWN_REQUIRES_RPC,-1,0x0b6db33f678ad36d351b4c6128f60761bdc605b1d06d1d6b5ba08a8d84fa66d1,28200043,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,facf6bc0f874c0b36a5ac759d39071e78e96fbeea0f6cccfa3ee564c35b2c69b,000f88d53e319fc486c892775a29869f5cb74d03fa3cadda600de2b13ab38ead,508c03ace279b10bd16e63a21124ae2bd55a0a463d2bb7ef9b2382b85b448328,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
fpc,bsc,56,2025-07-01T14:56:21Z,10,100,0x42f5ce305e3c19e4292d16391e9fc1f4685a8f2e,56:0x42f5ce305e3c19e4292d16391e9fc1f4685a8f2e,UNKNOWN_REQUIRES_RPC,-1,0x90fc169671ca6b6aa5a976bb0b491a4cbb6da100a6bf1a87ca42b2067853c1a6,50690516,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,6929b465ebcd40c13125313202f493f5e42ffb0c539de4dac550ba5c3176b7fd,001f63b65b420b5d17afa3659ac952fd2619f74762d7ba712d1dac390f3bbfa5,af00153100e7ff9047446982b9763333bd7925d12fd1f12b64a801468838c964,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
gangsterfinance,bsc,56,2021-07-01T00:03:43Z,10,100,0x4b3b19cc14f50c054069f095360e6788818678c8,56:0x4b3b19cc14f50c054069f095360e6788818678c8,UNKNOWN_REQUIRES_RPC,-1,0xb23dc71c28b0585ca6d142bab7dd60d71929bf715002174e42cb11b18eb5af45,7983770,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,ad0fe0829260803fc09176c3c746c7fcdfe7fec875a15e531cb5c336e26987c8,000820714602f3594da364a1306440ff1af973f85a42720b3cf9bdfcb224b029,947435bbf3124007c693b99e5177f447ada3c1c65f8a52293d1f93ebe6c63a07,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
gds,bsc,56,2022-12-05T06:21:07Z,10,100,0x218c651ec5740259152212ee064d1986353d00a4,56:0x218c651ec5740259152212ee064d1986353d00a4,UNKNOWN_REQUIRES_RPC,-1,0x01016033434c064a270475e09f7c6dcb4ca8d1ba749efdc815cb011b5e3aeead,22854238,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,0321e33dee749aa6555b1dccb737ebea3b8bb5270d77b8c270dbea915ab64665,000d8765239313f3f836d0d4e57d73575abae67f109892b7d6b7713146352d3b,ba00ff960a267eb219289ad663ef2067f8e10452e5582aa59e2f1151c54dad5d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
grizzifi,bsc,56,2025-08-13T06:24:07Z,10,100,0x33fc41e23ab1e1b6f8c9eec7a46d530ddcae29ea,56:0x33fc41e23ab1e1b6f8c9eec7a46d530ddcae29ea,UNKNOWN_REQUIRES_RPC,-1,0x3e8c1d63045c04c8700c59a4f67e1c538a09cb344a9cfb9d8bb3f7275533c614,55749618,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,4d55e1fc9e36d2a45cb73557fca53b706d3fa426d159d69ab9dd8e0d231e9fa1,0027fd96e2a0709ddfa0ff4a39d72df69364df2d1fdb4dfd7dc4153fae3aafa6,6a6de9f9fffcd5f165014db2088e351bdc1c964a9c4665a5970c0832c09a2f5e,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
gymnet,bsc,56,2023-04-11T10:24:48Z,1,10,0x60a7893b90a30649ebd447f45a0ba3f9e68ce659,56:0x60a7893b90a30649ebd447f45a0ba3f9e68ce659,UNKNOWN_REQUIRES_RPC,-1,0x4e345f0939fdf13cd4bc10f2ab47bcee20c7edc3baea747d9f6c20344f4001ea,26448837,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,ab929e4c7cb728456f11d7984c08af49dfb29fc12daa778aa90477db248944fb,000a569413296859d53504ff630dc30238e1143832837469cb0dc2d93cc36871,cde0fe95c50711a9324727aa90d3cb765f33d1c83f1002fec4343941a2072674,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
hct,bsc,56,2023-09-04T23:16:17Z,10,100,0x6f9564fb19bbb2bec4624d1046e856864b30b16e,56:0x6f9564fb19bbb2bec4624d1046e856864b30b16e,UNKNOWN_REQUIRES_RPC,-1,0xdf119110fec845f974cacf6307183820310fa957ce850c17c453ba00d14c6747,30983276,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,e51d37dccd6e542b79bb3a32a868fca4385b05f6dc6c1b026c4339b425188fc3,00238678be6b1cb0dadc97f89671c516989a89cd9afb5b6c5a688e8dd0ff4934,9cf46e3e70e7fa0c0cc9a784f3804da189b033872f444cef7b0f4d4dc7a2204f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
hydt,bsc,56,2024-01-06T10:22:37Z,7,70,0x3c87604c85c6d77d540c5abfe7096bcb68eedd4c,56:0x3c87604c85c6d77d540c5abfe7096bcb68eedd4c,UNKNOWN_REQUIRES_RPC,-1,0x5056bb9bfd90290c48fc34ddcd334039b729300e900f7c06e8d5beffccc96787,34321182,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,f9de21f4ca278d9030603ea856a7966c3a15cda13dc226540af04276ba695b4a,000c3102ccc9948d3fac7de15b0302f9cb49210856b3d435234d0f9af9a10ade,21e4692b5d2309c6bba7aa861ed11cbb061b561495c4732c81b973264a9307dd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
inuko,bsc,56,2022-10-04T07:15:49Z,10,100,0x7e514715b54e81306731499dc8ecb6d85201834a,56:0x7e514715b54e81306731499dc8ecb6d85201834a,UNKNOWN_REQUIRES_RPC,-1,0xfcc894ee7115626988687dc248f7af5c8b97d5a0b128445824dc41ad79900f65,21372712,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,4757d2eb512d3c3cf88d2b3dd82ac317cdb8bfdaf20d76b13d40204893514f76,001a613c1f20b2931f40a9453dcc73661af57a112be6677c36bde947732d8cc0,5f5a0c6d71f2d7075d0085b90d7b1d85fccb6bc2ef54ec5d2e03ac019722a53e,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
ipc,bsc,56,2025-01-01T05:17:05Z,10,100,0xdb0eb99e789acb583df6da58590e9d929c2eecaf,56:0xdb0eb99e789acb583df6da58590e9d929c2eecaf,UNKNOWN_REQUIRES_RPC,-1,0x9786d0e2989d07ec2bb3efc9f96b049b0b0b751d87a18b7fd1eddf8dfa3e4643,44572546,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,8449d5d1507af168aede4b87954ab41e3fbcbb4cd8b3b832ad0c587d406f26fc,001bd2160064d03d931e4ebd88f0eb26243d5880d6fa2a49fea0bebef6828137,a8b93529a95d84b426c7a90afd2d46ce4024b3e996479deafbd5e60938c350e0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
it,bsc,56,2024-03-10T20:56:42Z,10,100,0x0e0105701a5c5bcdfaa2446078d25e77714661ea,56:0x0e0105701a5c5bcdfaa2446078d25e77714661ea,UNKNOWN_REQUIRES_RPC,-1,0x942a68238c9cc77a1d9df057fe74e9eda99136269474f3b753ce6cc68afda507,36492227,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,54b7b24bdb2fe0070238c4a7f82a4a24b329571aca355fe6798c2221a4d1d848,0012f7b9c82a7e61de50192bc9e6719b37612c9125d45935ed5bc347f96ffdc5,7e429d974f91d7fbbe66010a19c84e6df4fbf7ffef0241d4837e0405e6e8bfbf,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
ivestdao,bsc,56,2024-06-16T22:16:43Z,10,100,0x70c3f91736bfe6c13e653cdd34d876101e5c3143,56:0x70c3f91736bfe6c13e653cdd34d876101e5c3143,UNKNOWN_REQUIRES_RPC,-1,0xd3689978d46407f9a3fd7c8ba7f97f55cfc996516989bce6f92cde5b3c442867,38838235,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,fe76d66c0c957b9bf83d2289d6b5f9d03ae0e59eb4f8c5a04febe22f89359ec6,003182545329bd491aed0fb7ffd665512a9ed9cdf2e8ee8280314109a8d1a573,fc62a71c18e059ceb76a12fddd4078f430f6cefef75f342c2c13130f11ec98bf,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
j_pulsepot,bsc,56,2023-06-18T02:08:38Z,10,100,0x0c2c7137acf18c10d020e3a5d93f49141c99d307,56:0x0c2c7137acf18c10d020e3a5d93f49141c99d307,UNKNOWN_REQUIRES_RPC,-1,0x79c98e0d5985c6747822705f2cd26d3d7abf9ae70114923b5e6c0725505b031e,29033633,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,d8c87279c7d31e1c8f2a84b953ab521b8491a88bd8711668ac726d151f9e4e9c,000f3fcea39ca53027daeecc1cd57f7dcafa8a03e6c85273a608202ad93f1997,a9809fc91aa3eb44514159032719885b54bf2c1739ab3ffc4dfa6350adec3051,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
julswap,bsc,56,2020-09-21T19:01:43Z,10,100,0x2e133d504f011019135cba146b2154438e214530,56:0x2e133d504f011019135cba146b2154438e214530,UNKNOWN_REQUIRES_RPC,-1,0x34deb918f0c0cfecad8c5bee2b53d6f0da8c7bdc50ee700bcba5b574cd9298a8,94106,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,7a061f02cb1a7d25f73af75c2b6bb0ee2f73033eca36ffc5bd8c86d025e3f061,19b55553e39a1e969fca43287487d7b07d4164149622126b23f9d8bd40128a26,61d49e831bcc1420926780041176a74ef2a6996336aa423bc2cc39909b89d3e3,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
