case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized
MEV_0ad8,ethereum,1,2020-05-08T04:25:53Z,10,100,0x2ccd29d139da1941afb632554a7fdb4f35ae8539,1:0x2ccd29d139da1941afb632554a7fdb4f35ae8539,UNKNOWN_REQUIRES_RPC,-1,0x3790308bc97f4e81aba5b80167b8bd3813cec375ef6c3946db7a2e8025fe5961,9899636,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,d113e0fd9bf01e5a5b4e1c0d1626000a3224d42c12a03fae593e78f37d68d464,00069bc95e0a42c4b4cfb43737de4ac2d2ef0467c2c17344fca8e99eeaf6b9b5,61c60c9a616b9f77fed682928ea71f4abd89a1de2cd1803d7581b88ba26ab85d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
MicDao,bsc,56,2023-10-08T02:28:34Z,7,70,0x8cc7f99bd354b3ccd1f427a7fb9d46485aedcf3c,56:0x8cc7f99bd354b3ccd1f427a7fb9d46485aedcf3c,UNKNOWN_REQUIRES_RPC,-1,0xd4c176f62486723f150e19bb2a027f4f30f8981897881141ca5958d26d6dedba,32160295,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,aaff8d55a6815f7d4c429253f53b7e46decd271d5549f2fe0f875c2e4816e683,0029a9881afed8f2e83e27d6cb169165951dc5da435ef081439d0293567d5e93,a779352c7f0e580b77f3ee4716f88556a9f675ae1dc5d47b7a07f9720be51833,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
MyCoinMaster,bsc,56,2025-07-26T10:26:41Z,6,60,0xdbcb3ca17b5462191cbada9d365aa40cce67dd99,56:0xdbcb3ca17b5462191cbada9d365aa40cce67dd99,UNKNOWN_REQUIRES_RPC,-1,0xcc7053263593be686411274d90534736c292c5d508b503bb4b596a7248a58b3d,52312101,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,f08a038a9a4300be4fd0b4cc9c94ae53ea994a0c3de1a08fce413bb9bc41f848,001293c499276221d44c203915125a5ab7d28037f583b0a8545a8d1da5547b35,1d85b301c9db8cb2ba5959e6f3300793af7365a12a81110cf369ae409605226b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
NFTG,bsc,56,2024-06-24T10:25:42Z,7,70,0x7d51ba4ea9a4c6ea7a1197da0fc63ad81eb576f6,56:0x7d51ba4ea9a4c6ea7a1197da0fc63ad81eb576f6,UNKNOWN_REQUIRES_RPC,-1,0x14014a934bfec6f6138302c4c5cc412129349c360e0fd59b104d96dff139a508,39210796,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,661046253d6df485a78d57d9d8a511bc390258c990f2130dd928ea650be84e34,0008c0d9e70befb4d496f5ad333eacf14fbb332e9ddff31e4e70094aa71b5c04,611278f93fb02115bd5256685c056612b2b5bc69683ee9b1497f3711c2feb3a0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
NGP,bsc,56,2025-09-09T01:47:01Z,4,40,0xb5626db108c73aed3d57d2535be7f218571ee279,56:0xb5626db108c73aed3d57d2535be7f218571ee279,UNKNOWN_REQUIRES_RPC,-1,0xcbaa655bf132b6ab673dfd66cc3e32d6f3288271b9600291d0a890b7f063adb8,57323997,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,e091e01f6d75ae3e7a649b881d745ff3ee76db11144a269825a9b8e34ec2b9dc,000fa40719ee0e8b95841031b60f56fb284ed225d93441d1d4ae3a5dcf481a38,02bb7d26576e1a4b406af9b3305ca4b02e587b441a804b7ccce5547dbae5aaea,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
ODOS,base,8453,2024-12-31T02:07:57Z,10,100,0x208f2ce2c5f9c51e576a6e5399bcad79b6fe9510,8453:0x208f2ce2c5f9c51e576a6e5399bcad79b6fe9510,UNKNOWN_REQUIRES_RPC,-1,0x2480cd3a42ad165123eba2754140b9a6fb996078eb89992589f70f746d40ee49,23995374,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_36000000_37000000.parquet,9b1816d4e4cee310a9fe7ec5dc1c64067c5a40a4d11b17f40596ba56d483191f,943aab0676267c6ab344c02d4c2ffa03bee12cd471a134cb64285615b436ab4c,00028f46f034822b39f37e7c68f7d838ce19a0131e5e81a136364e2cea27fec1,f6291991c55cd0475da49d7370be05c05a545bbcab6fd531b27c0f572b0494a6,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
PegaBall,ethereum,1,2024-01-15T06:09:11Z,10,100,0xe38fe132fcf5e051fd87d07f6faa909a31e91bcf,1:0xe38fe132fcf5e051fd87d07f6faa909a31e91bcf,UNKNOWN_REQUIRES_RPC,-1,0xf8d8a410bcea319542ef3eee136609d5f64c1c0af3ea0a4b915d3007b6d5b181,18893413,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_15000000_16000000.parquet,fb048ce929cf0d541c7dfe8c10ffb84dba33d093f3718146318d7b12073d7d12,0cb02857ac2eba31ded6b199d1600082bf4d220125fee8d59d041aa747d718e5,000dcf69415ccdf6394d8cc8c75bc94526279f4031a6a271505d6b095df9559b,d3136a85fd28b9406ff8caf54d0d4188b512c432a7baa4b976d38c7960787314,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
Proxy_b7e1,bsc,56,2024-11-13T18:19:56Z,9,90,0x184273e20242dacaed7ebd9d5a8c4c2c9716f8de,56:0x184273e20242dacaed7ebd9d5a8c4c2c9716f8de,UNKNOWN_REQUIRES_RPC,-1,0xe959f61e24100032a5a06650bcc56579237e930f15dc24aa0a58c18bd24f8a6e,43316028,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,1a97c6fca6f5204b11769dca43c14aede9838532f6144a916a6a8c35c5807f8a,001f766c646854d20685ae432c52d1b3461e652fa2246c39306adcfaf7625b97,7074790c8ff7c5b44dde3cdaaddf4ef3426534ab03d210ed37d20525a85c23e1,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
RICE,base,8453,2025-03-14T05:33:51Z,8,80,0x6cc5ab124e8db4352564cb4ce647b1b0f56b484e,8453:0x6cc5ab124e8db4352564cb4ce647b1b0f56b484e,UNKNOWN_REQUIRES_RPC,-1,0xf1330391f6c967649d23e7337a3606cfc84c0cba0ca2d69f764d25e4c28b5d90,27155099,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_33000000_34000000.parquet,4a202022783839c011ac8994d23af0a03722060296e950fe2b1df0fc26f1808b,da17e9d15a8a3f861bb7f497fc5b96e859154c0d19af49ea25fadce3e4ac306b,000075ad1aef314ab798a7a22b00c1daec7504c92ad28a31d10e76cf290b1eba,b5b46831f28be238b81648b389c20a42f47f4d15fa17eec7fa124631f4e06fb9,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
Scorch,ethereum,1,2023-09-03T18:37:35Z,10,100,0x63b6319d7799331204009adbea29d9aa9fa2ff0d,1:0x63b6319d7799331204009adbea29d9aa9fa2ff0d,UNKNOWN_REQUIRES_RPC,-1,0xd7c9538cbec92057c8ab79ea08b55ff258d30388fc2a36e83b7bb7b969d17aa2,17987131,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,c131467621a8990ca28f90c3fab5a537a6d6a10fe99e966056814ee5d06355f0,000535f9dc0e3b6307eb32d7b75cf389082c92350a3e423f93ab421bac4674ce,4ca9458cf2e45bb907944c1f145f680b5f8d725fbd233ba1fccdf06e1a6c8bea,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
SmartMesh,ethereum,1,2017-12-10T08:22:08Z,10,100,0x0a0cacae69056972422630166e7b5c0300a67501,1:0x0a0cacae69056972422630166e7b5c0300a67501,UNKNOWN_REQUIRES_RPC,-1,0x88a898a346edbf0a2ba1e4924ef20a4924a5eb99d685462dc090588400aa84b9,4680427,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_12000000_13000000.parquet,f15d5aeb7e3fcb63cca93eb03fa583594412966874735914078f617ae9c9b2ea,952758ecef1e368f71b7472804d4a0848eeb971cd59343a7adcffbd82ceceed8,00013b8c8572149b19c906f80caa3035d98891697bbd8466faf5326a2e00241f,b49632817449d3f3f100451191dfbcd9b7c978ac27edac56cbea1108991a7b8f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
StakeOnMe,ethereum,1,2020-04-28T04:21:58Z,10,100,0x8beac54c6b7c212b317bdb4e5797d72f2a8e93c3,1:0x8beac54c6b7c212b317bdb4e5797d72f2a8e93c3,UNKNOWN_REQUIRES_RPC,-1,0x0999eb4b496c8ad475240c21be98e0a340d2f9b8ba19aaaf868e49fbe73f1536,9840512,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_17000000_18000000.parquet,8a63eb54bb198d66bb4daa82d14922009830abddc204e948292b7e4942358c8a,34ac500ccae9cb7cb69155ac1ced979d04c4ddf32bfb20f67b8a6b072a116e92,0006dcae4b662bbb3dfb296a6977b80cb2ac9c6bb95baaea8fafb5f8c0e354a7,57112b140458d9c6f5418addd9926c35f16f2ccd97b16c407da99e8934ad8ce0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
TokenFactory,bsc,56,2024-09-26T08:58:52Z,8,80,0x96a5521c9f6abaaaa851d2c4948483ddcf61782a,56:0x96a5521c9f6abaaaa851d2c4948483ddcf61782a,UNKNOWN_REQUIRES_RPC,-1,0xb4db3d3fa989ab0a04cbbec53c72e1447af671f85d0ea0f9411bacb1f42a246d,42558855,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,65894e128ef29417d7f7d953019e331d324241cdf1b1e3af7b50b52b56de3134,001e213532d34085fbfa38a8a6294118e3bfc6ba75ee06d551de6b3debad7a8a,522042335f4b8122940c01afb71ba19ea97703c9c34506ece9bfb02575f8209e,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
Unverified6883,ethereum,1,2022-09-15T08:54:23Z,10,100,0x35c2ffe47cd4b1685868c9ccbf5d750716720273,1:0x35c2ffe47cd4b1685868c9ccbf5d750716720273,UNKNOWN_REQUIRES_RPC,-1,0x92c00fbd34d2a880561aa979379122305e4d0536a153612cabebb62f0e1f41a5,15406528,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,0e8263886120b8205d563424fcd571b3568d28450345dadd515c61126155e9fe,000a4ce01ca13270468371e8c965b1056f07c27c735092f6cae4a9e2c45e7722,ce9e859b21e7ed32f35552c1a8e3bfb655c281acffdd8b4c93f133edc1021c8d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
Unverified_0000,bsc,56,2025-05-13T19:54:09Z,10,100,0xdacfbe69ed371b259160553acfb7f4b01ef77aca,56:0xdacfbe69ed371b259160553acfb7f4b01ef77aca,UNKNOWN_REQUIRES_RPC,-1,0xd58116b7d1fed6b4ef56cf682498870114e708b469e3e12c4303f5d54e6017f3,48328846,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,0fcb759075d8c4002abd3da9838240b9c307959fe3d6e64549aa555dec6bc9c4,0006e2efda1f0b75a3d6bcae2db71d1e4a3326c2c44e908c474cfdea510d7222,800f7abb3ed51dae85ebe07bb0933cad8b83b26512769007c56b965ba2e544a0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
VDS,bsc,56,2025-07-03T12:22:23Z,9,90,0xc98d0d3b644b6de5aaa435cce7503c9c757e6595,56:0xc98d0d3b644b6de5aaa435cce7503c9c757e6595,UNKNOWN_REQUIRES_RPC,-1,0x4b879c7a902ef8468d6e16f42c07d999c811d37223926cff8a419fb394dfe9f4,51466667,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,c41d9719033a3df56d6aa29210a8e26357274d2363ce0c57722fc1fb006417ca,0014deff7dc6d71819ad3c2be440052eca6d29aab6dcee766ef9c1bc1d0b7cae,4094fb8e6ed53eb1c8f4e447a86e3a21ea0c3c3a7d0a76a9f8c8e13abd97ebda,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
WXC,bsc,56,2025-08-02T03:59:53Z,7,70,0x3eb45704a5f69a9af8f6737d1185d38ed00439c9,56:0x3eb45704a5f69a9af8f6737d1185d38ed00439c9,UNKNOWN_REQUIRES_RPC,-1,0xc685084d865649f8d53171873453d9ab5df82e040ae6d36c932d6d504ba6a545,55120187,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,9911ddbfbee35d81144572422193e7cb9160e93fa24817ee7122a6eda3f32d5c,00172643afebdaba995ebbc3f950a2889868a73db6eb877ddbe934c50f9f9c14,431a45526327e6cc688a022b3dc0ba2256e56080d0251d9fdeae0388c290ff0d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
WXETA,bsc,56,2024-03-14T00:21:56Z,7,70,0x2ce72ce57c74659530f5247f2a0f77c60ecba3d2,56:0x2ce72ce57c74659530f5247f2a0f77c60ecba3d2,UNKNOWN_REQUIRES_RPC,-1,0xd5b6c57833ef10761b9540c6738d926f41b890e14e44067848c5836d0ba6aa88,36620805,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,5954f64651aa27393bf302dbee837b6108843732ab8e7d5cb77f862d0504518c,00073bcd38969747981750c3aa9794fd585cd85b424827758c08306ec0417a22,2ed32acfa1634e90c4ab09a10f71c699581f1f705da069f61ce48ab8dc07e166,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
XLootStaking,ethereum,1,2023-12-22T11:58:47Z,10,100,0xeeace7432e341a957cfd9534112663dee80e1882,1:0xeeace7432e341a957cfd9534112663dee80e1882,UNKNOWN_REQUIRES_RPC,-1,0xeb024cc56aae974d147f5f61c266cbd2bc71704469a13e0a7d82b88ae335cf50,18654866,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_2000000_3000000.parquet,6d562e88df03827bfbf01c2b88d473f0dece6ca3dcd2b0c76188bf3236dcdaae,1018b9100371d041e00e26835d6f9ceadb477c5a52b0450493e46fa1c4bc8ce6,0016a0c0c23ecbc5b657eaad8eee6f0a44cb0a4b5d55b95f793fe479f4f2f849,29c8f1047e62ee7c7e2e432f8a4851865f739cf5a63e9a5be51398c8ada0b40d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
