case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized
roi,bsc,56,2022-05-11T19:18:59Z,2,20,0xfb3f2a45e99d059b7579aa10cc48374b59db407c,56:0xfb3f2a45e99d059b7579aa10cc48374b59db407c,UNKNOWN_REQUIRES_RPC,-1,0xbfc0401397f7c644e18ed5c3a893b308340cb7592f09520e477f8c406025df2e,17007300,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,85c0a62791917ffc56d9470d8a1cbbffe8b13ef0b5a84823375866a88d298c49,000a180ed2b18ec50a1d4ea6e8b3a2a3b07dc8031a88487d39ada4c6fc3fdbf8,0cc86d61109b53aa7969df4a27d76ee29cda1a01f69347fb2f52eabe14ed8017,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
roulette_pot_v2,bsc,56,2023-03-17T00:46:44Z,10,100,0x40407e9d17d9e9574bfa0574d3e90e50601c40c3,56:0x40407e9d17d9e9574bfa0574d3e90e50601c40c3,UNKNOWN_REQUIRES_RPC,-1,0x7e568ec16cd144c664b38f9f4b90d4af5fa6444d75a883f86a936c650c821a89,26239292,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,a985830068b6328cf19876fcd3bd9624c67c6b67c4db1f82fad04d671e525fd8,0013d0fb9c66ac0ec99c8b5c2b023be4c01d9e5740afdfa9fdffd213c855a349,b1199a4c03972bc3fe11d28195b666c85f5232fc049a897c28be28ba2e183e0c,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
satx,bsc,56,2024-01-25T14:38:06Z,10,100,0xd338934f799367d2c257e3b28bde1fa61acecb31,56:0xd338934f799367d2c257e3b28bde1fa61acecb31,UNKNOWN_REQUIRES_RPC,-1,0xaf38a4fef6ef49e1b7c74c348a702c935b3e4a87d1d8683dbc3119aac7944cf0,34872852,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,99f9cea11624416e32432cb00c669ff294ab601d247ff6f8a2b34eeb70e29d2d,00184325619167b5090274b6c5fed0c41db48182e23f2a03b6d0851280617fbf,9c7a6811d0520a3657c311bcb5e3b0bb4e0019456f7367aec492e0484b8db42a,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sbt,bsc,56,2024-06-23T04:06:50Z,10,100,0xdebf8a7d966411ed68fe2c1c8e65d06faf9da7cd,56:0xdebf8a7d966411ed68fe2c1c8e65d06faf9da7cd,UNKNOWN_REQUIRES_RPC,-1,0xce0af786b4a19c3c02fca0426fedb1ade72dee8c612ae0b2e12c1e8b1838306a,39520909,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,e6dfb6f92f1b12eb04641083bdf74135cf8580ac5b288d90409eebc94829f4f8,001fc9adf1fbad4718b3c8a3a0609b622435b4825349347d3f4df025f60c2f44,48d7d14a2ea6200ab74f7650480b7e5a2fee0f476d21c1b573188a3a5b5d7601,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sdao,bsc,56,2022-06-07T04:03:35Z,9,90,0xa9d90e5b1d79e1db67fc825523faa2760cd25f59,56:0xa9d90e5b1d79e1db67fc825523faa2760cd25f59,UNKNOWN_REQUIRES_RPC,-1,0x0a6e3cdef9d06adea658a444010bb0b0a68110dc3359d2b4e171dc87c67daa9d,17680245,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,2be6d292800781f70417c2104441feb59481601d97c119e362ec356ee072e081,000b62cd0af1e033d6ba8b03ad10ef60cd13b55a63c49efb6e16506610a2b118,0995271cb6fad42a74cb51447b796e0c51953ace2ae599045373aa52ae5ca66c,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
seaman,bsc,56,2022-06-30T04:08:06Z,8,80,0x99771f945552ba12ff1caea92180bb1bfdf13473,56:0x99771f945552ba12ff1caea92180bb1bfdf13473,UNKNOWN_REQUIRES_RPC,-1,0xfde2f0efa4e87087d6900e07a0030e3f0698faf8c4e81aa0b303cc8994f2d0bc,18290061,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,a3e1cda0aaf793eda3ec81fc2029e53c347b46e2d8e867754717b639125a7388,000d5b3021a753d89255e4166d52ef26d3e84a1d62356f79e5989d9294791b49,792ebcd15c54dce0be798c36fd755f3db3e2c8468ce5df11796668536dc2e14a,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sellc,bsc,56,2023-05-09T17:04:59Z,10,100,0xa3304ad42c7a763d8d6d900b2f4b23d25f665ad8,56:0xa3304ad42c7a763d8d6d900b2f4b23d25f665ad8,UNKNOWN_REQUIRES_RPC,-1,0x338da0557cb695c02c2289d1496d012e4673c3400bc448e5f7574c4e73110eb3,27971647,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,35bf2f895573e443bab52682573388d2cbcc6fbf7c9ed7f8c0d2c71d9e6a7c6f,001439f394bf2bd20e56c0074fc1bb9eb2fa9d0d1af9e5add3cc00e01d545289,763a51c1939b07baccc2134407ff13c64ddeb4a1b8233c77850db9fa0e4b067d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sellc03,bsc,56,2023-03-24T12:46:50Z,10,100,0xe110c4a0e9130ef8d26ffcb3eb9ad1a35a606ab5,56:0xe110c4a0e9130ef8d26ffcb3eb9ad1a35a606ab5,UNKNOWN_REQUIRES_RPC,-1,0x73390be950d37dc22bb1724865bfccd39976f4f6851f0a1a7d2ec24df161a1b7,26486930,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,570091bb91bbe90b5613b0993c36b31ac04f67523e2a1e423172f2c355a5c5a6,001a4444a15e4e201ef379e38288af43d348eb40c2ef4a7ad5a8c8ad50f74abb,98841c808df14002961bb425a058b8e3bd2a86db3b8a9e41461cf468657da1b3,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
selltoken,bsc,56,2023-03-31T11:08:47Z,10,100,0x9c6a11c8c2d713592c505ae6cda7b64d9e8e105b,56:0x9c6a11c8c2d713592c505ae6cda7b64d9e8e105b,UNKNOWN_REQUIRES_RPC,-1,0x2e9c4cfb6bf4d5976d774bc29cc660184f625feb1be3643e934519bd7be99526,26319200,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,00dae4ddbbcb18bce6323bf6656c210a944a1164916777f8f57bddfbbd200e80,001606fb4248ddacbcdca820094317b7fae0809bc58716574dab71b5afcd49c2,ec9b1b8402be8726ec334d237506330387f25fe05382eed1ffa39f8ba3eb0862,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
shadowfi,bsc,56,2022-08-27T06:20:18Z,10,100,0x0390fc4e46d9f81904c41f5cece5a4cfa1d324b6,56:0x0390fc4e46d9f81904c41f5cece5a4cfa1d324b6,UNKNOWN_REQUIRES_RPC,-1,0x028da70c926e37ebb49cecf33b8b51d49a4a09cfae69b6c41ccdb478a4c123d6,19912737,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,b0d0b24f71a0a4edd64712d74a5cb6f302e90ca3b130bc299f7a8cacea0c6fd0,000fcccb4a16af5bcfd72209ca26ed50a5e58a6c59dbf99f26579ae3223a079b,c16c02a91174b5f8d6c1019325377bab0d070b45aa116f91ee9f39bda53a1885,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sheep,bsc,56,2021-04-30T04:13:51Z,10,100,0x8b502d5708b52d92805a919cefd87dfe0f577be5,56:0x8b502d5708b52d92805a919cefd87dfe0f577be5,UNKNOWN_REQUIRES_RPC,-1,0x319afc40b23820f3f512d67a5914e6f3271570532956c4c6a4bc343411abb172,6954717,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,e9cecd0b59f1dfa1baa92f2c3bfa166ac1cd4127062e55dda04261ecea50e8a7,001579ba6ad8b9a27d5e0b6fb75768283f09ffbe0f3c8320981e712dae13f0b4,32431755411391a785c17596195855e44134dfb97f596bc941545faa498d28fa,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sheepfarm,bsc,56,2022-11-10T10:38:07Z,10,100,0xb84dfc80c738e1bf25f6559309b767bfd3e0520b,56:0xb84dfc80c738e1bf25f6559309b767bfd3e0520b,UNKNOWN_REQUIRES_RPC,-1,0xa802021385626a0e6bb721274d5710a04e948566c9b265e43c38959e5aea257d,22714887,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,01bb8302e2449bb25fc3a5a56b87d122036162fd41b04064b90eb8d67dbedc8f,00210115ad813c0d2d3c6028a1b3b5d2e78948bfa4ab98be09db45a129442561,326c15d1737f110dd160058ad2f97f67daeec36a1af1928cbb64e7e650149258,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sheepfarm2,bsc,56,2022-11-10T10:38:07Z,10,100,0x7cb77c19ce6890c2cf3274be638e88ada264ee97,56:0x7cb77c19ce6890c2cf3274be638e88ada264ee97,UNKNOWN_REQUIRES_RPC,-1,0x498e3e7f16d1045d7c208784e7518d4c3b54599023921443aaca76efbef1bc70,22812096,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,cf279ff21396ade4072f946ae3b00fa947d940b506118b4a14ac4c89bbd2983d,001bd0450d2110d47d77e0195a81132d2f8393dcc465c34af634a772c5c747f8,5dc2afeedbd2d501b87234bb049827924746f2794dd67ad4e29eb622f03a5ffa,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
shibatoken,bsc,56,2023-11-07T15:06:41Z,9,90,0x0f2d143d40603b3fb53e4a5354e08fef04036abb,56:0x0f2d143d40603b3fb53e4a5354e08fef04036abb,UNKNOWN_REQUIRES_RPC,-1,0x6c1276a9d3565802a9ca9cfd14c8a2e7b5b0b552b60e5aec118d587ba89dd101,32767316,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,87fd1fa80f91f77a11cf0313c516435939896ff8f88908f4c2bee17f562d47d2,002a5e169659e4440547a1cfd62a1829ed9421e66b0e516a31609b41ff3521b0,14ffb6f92e48436270871d7190bd372acda5cb53df58a7b66352f6d1bb03ac82,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
snk,bsc,56,2022-12-28T15:55:15Z,9,90,0xb5679eedd0dead7be9db3a68ed5818794c743c20,56:0xb5679eedd0dead7be9db3a68ed5818794c743c20,UNKNOWN_REQUIRES_RPC,-1,0x6ef8d15ede5896b3adcb9f12166367891a5a0f45e8947124701c1a5e1195a811,23813111,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,79f1fc2ae3decc97003c731c9776fa27120f62dac727c4a099ea264ef95c33b4,001a26e88c83488e6d6248838f318d976cc2d8799f2aad147845f5ca0d6c657f,bad61167217655d41035e65813d45f759fd00a78dac20c4341ce7fa1e5a6a60b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
spacegodzilla,bsc,56,2022-07-12T06:55:55Z,10,100,0xd9aebaa27f2a34ea01e52962ef4f6b452da24c88,56:0xd9aebaa27f2a34ea01e52962ef4f6b452da24c88,UNKNOWN_REQUIRES_RPC,-1,0xd5af2b6c5d2b3eb2fc4c9ba385c98c9a1d22dbb0fa04e0313c4f568b882b6a39,18726700,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,ab727af25d0b5ffd7236c1deb4f92dc889f3e0c3bb883247019c568064052c9a,00161eac816abb4c343fe4b54876df3d9dea8ae20c6d5aa457d1bbae362424eb,e0c5475e37d216d888614cba68279e3abda2ad1db6d4ff5571ff8697c084cf12,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
spartan,bsc,56,2020-09-28T13:47:55Z,10,100,0xc34db0c4aed36157bdcb28928f7e2a90ebdd8fa2,56:0xc34db0c4aed36157bdcb28928f7e2a90ebdd8fa2,UNKNOWN_REQUIRES_RPC,-1,0xc8151358a3841c219aa52b899d5c845e5a48e2c271a5a47154a7b86c2823b10d,873315,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,7d369fc235c1abc6bc188523daaa4d2fda456caa78f3f7ac9039cfff07f7ca54,07f032cd204b74ffea4abe5b6b184395c64e1f2ac2dfbf76b4e78665c62bfcb8,1b8cdbadd704fc0a8681534e6b5f1c3e77bfb5dd4c822f7b8c6a4b5774df36d2,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
squid,bsc,56,2024-03-11T10:33:06Z,10,100,0x152ed87a0aec3967f9a33d23840f82b10e1aaea9,56:0x152ed87a0aec3967f9a33d23840f82b10e1aaea9,UNKNOWN_REQUIRES_RPC,-1,0x08bbaf8c5002b7aef013d835a57a21b6eea83a23524e3268626f610b12a8677d,36066686,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,0c76723868306f5a415cf2b1f69ad655a44dabfc6c5e55c22e4161a84867e4e7,002933c792cafa5b9ff96183f7863709bbcfbfc8a2810a6d9a793f51c3f679cd,e0d20353220f5a87c4fae71d6a6d7bab3ab68da84a2b1a17bff172e93b0d00bc,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
starlink,bsc,56,2022-02-23T13:21:22Z,3,30,0x096d47c054e102d972884665a85abd7c5e9510c3,56:0x096d47c054e102d972884665a85abd7c5e9510c3,UNKNOWN_REQUIRES_RPC,-1,0x7f5db6725165860a2ed3a7428955236b9dffd09d431f6b2cfb1fc7d0ca478f55,15123422,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,56fddd89c0f241a84aa95aa594eb4594a185597b64be879bb2077238e1dd4afe,000c095ad5941ce50dabeee69396afbf298edc29feee05c53aad0180454a11d5,a556f0f450f0ab7fffe0f2c050900cae3a69c4823f9ed1b4b4f5bd518f3b5dd4,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
stepp2p,bsc,56,2025-05-08T13:03:54Z,10,100,0x8905671c81dfd0fd978284a74a5660147fc05bc9,56:0x8905671c81dfd0fd978284a74a5660147fc05bc9,UNKNOWN_REQUIRES_RPC,-1,0xbf33d4c5245f886208651f2a9ff4fff9b9ad966b2bdd8280df7adb5e13619108,48349079,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,637eeb18dcf0f1cf3ee11c607fd8877a43f77ea5a66782edcac4db877101291b,00304b1cf2a063747bf7cb42d506669600a667aa939948fef7ca5517b08481dd,073129cc54de5b9eddbea4924b6d198b3c91c0563e6aaf3477d66740cc75a168,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sut,bsc,56,2023-06-08T16:57:56Z,10,100,0x27f480e94c9b512f269f3f7e266dccdc2878891c,56:0x27f480e94c9b512f269f3f7e266dccdc2878891c,UNKNOWN_REQUIRES_RPC,-1,0x2011f628938316a55058e02e4851ec65e5a1537a6bd7c298a98ceee5e1f20921,28511674,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,663aeee2bb8dfeafae043ab80c5dd8b392da7e13e0af84954478a248c27e8227,0007bc6cf160dac577ddec442a0d9ab738d89dfe90209116f8a77379e8395d19,44754a5cb0e7f0518e7c07a5138e79d137ed866c76e3ca865e64661a4e6348a1,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
