case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized
qubit,ethereum,1,2021-11-30T09:02:57Z,10,100,0x75baf042857fb3a0934c9eeaacebbbbb3d2832b1,1:0x75baf042857fb3a0934c9eeaacebbbbb3d2832b1,UNKNOWN_REQUIRES_RPC,-1,0x9c44c6135a6b1ea53041b861734f670c09c4396c861d184bcf081065d8d3c19e,13634171,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,8701518886aee6c5e2ed7bb4ab5922cff8bb580ca9323106f892ecb4daa2626e,00069df72c47c90709e11ae1bcf1d1ba30cef38e1c3fb05a32e0693d0c840b87,8df192824fac1b327f98013c13c10db8a66b6f1be9ed6adcfafc6ab9eb287764,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
raft,ethereum,1,2023-09-14T12:58:59Z,10,100,0xf619685c4a11c1c47d92b953b68fcbcde689dbf6,1:0xf619685c4a11c1c47d92b953b68fcbcde689dbf6,UNKNOWN_REQUIRES_RPC,-1,0x4634a8adf72377a5d953bd333bba1022390b4f52b02ca2f4309cb6877bd0e659,18084299,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_19000000_20000000.parquet,204b7f381daf9d8017d4efd97183633a94c1c646efa22b219290c725f63c79d8,9742c8c9960d708466c907c7e14d94085119bd8ffb90af06dd37061eb90245a0,000ab14e431e7a8a25f843729e00e6934db97b981268eb68c2f05e1ae397f46e,8af4ce9bf29326f894c09e88feabbd4e3b102468f2be879a766710075baca3a8,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
rari,ethereum,1,2021-11-24T22:31:41Z,10,100,0x81d9577d7b323f527c4cc94ab9f2ca0aca6a1346,1:0x81d9577d7b323f527c4cc94ab9f2ca0aca6a1346,UNKNOWN_REQUIRES_RPC,-1,0xeaeab007736b45e03484e7e9aadef75904209b65e5af74ac45a3a93d33911aae,13597984,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_21000000_22000000.parquet,6951c22b6f2732efb0772f657e597c5cdd89f8d4c3b5d2d0c7e8d53bc240b602,5801bed0b4c1c97fb15c72a0d99b6d7ea6df1209134332c7279d5ee16fe24c56,00062abad8f761c14131493e08760f90ef121b87101546aa58443068e438eebe,a05d2129922dea27d4cbd30fa8935c1eae0e487585e25dd13d5958602f86ef67,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
rbalancer,ethereum,1,2023-09-25T06:20:23Z,10,100,0x3ee6de1da9ac9bf4f00da9b32d6a22b7cf6af599,1:0x3ee6de1da9ac9bf4f00da9b32d6a22b7cf6af599,UNKNOWN_REQUIRES_RPC,-1,0xa35b574d134cd48dbc58913c4fd4f8c1b79dc1aa8f9b1932a9c16cc418e0f386,18187437,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,7d4c7cd7991bc30a200f167722eb095f7b6eeb6e3f9aaafe03fae778c572cca0,001012c038c7d1160979c7420bc86ba38df1f6c768dd8f18c508c74cbf82e755,28d93f7951a610146842c2100f323aecd2e21ad777c760917ed5117b72a623bd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
revertfinance,ethereum,1,2023-02-04T18:41:11Z,10,100,0xb4b8b1bf8772dc6814f9f075d50712ffae431151,1:0xb4b8b1bf8772dc6814f9f075d50712ffae431151,UNKNOWN_REQUIRES_RPC,-1,0x676f1e539575a80391fb9ee0a226fe680870a3ec2c12c0cb377bd1ce9a53c119,16434140,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,b6fcc8afdbbc74f3c7b2bc9971d2f309c88f23ebdd16319303560a9fc8121afc,0013c846dd7e60ac8d66d44ed0497c207bca3db44792a1aac87c7ec547baba6e,5e54f9332545a7b15ff3acb86bde473d30403a025a39c2f47ad8737d08a36139,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
revest,ethereum,1,2021-09-25T20:17:46Z,10,100,0xb9801597abf80e9b2ab311fe0887ac58577aa393,1:0xb9801597abf80e9b2ab311fe0887ac58577aa393,UNKNOWN_REQUIRES_RPC,-1,0x610bb063ee4ee6dae572d54e101e04009540d6041940d5da30c851165edcae75,13242999,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,1670478abaa49b1469a73c3513fdf56391dc905d70f7ea27243411a68dfee857,0003bf9ae9c6e99eec4389b305447d5d845c778094e28c8b3bf1d1f95fa8506c,eb372cb8c1f96dc99d1f32e5bc5796daebaaf16daf3b799d3f5670c5fa295aa0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
roefinance,ethereum,1,2022-08-11T11:50:00Z,10,100,0xedb1a5aa02e34165efd36668f2d50a1c478432c8,1:0xedb1a5aa02e34165efd36668f2d50a1c478432c8,UNKNOWN_REQUIRES_RPC,-1,0x14e249b2672bc3759a95297f118f7b80c64bef901c7b4df449ca7c1a18b1fb23,15203828,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,a09410f96f08ecf0613a379436690221c6b848539947facf918873b31c35998a,000bc6c200d7e776b8a177a16339ca46106a132d2187cc33fcefa5e06722d281,2cae7595efb81ef5fbd4adcd9ecac207130dc2457286c7ad3d29c2ebef7feb33,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
rubic,ethereum,1,2022-08-24T09:45:25Z,10,100,0x1b79c50eff8f7d5a3831c11f27e120db62231a5f,1:0x1b79c50eff8f7d5a3831c11f27e120db62231a5f,UNKNOWN_REQUIRES_RPC,-1,0xf3a91a4705d418830070bf520d787dbde3b75593ed2493f7c330285b9cc3af36,15227424,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,a8306fd9eca2362f74e2e21b65186c239cabd2126abd09ff5e25cd04702acace,000cb6a692b7ecc24157e5dea8eb751c6de285e6e670432415e72c470f5e127a,17c98e21eca19fe2cef54d007256291ce3cab8aacd3b11c299af3ca6989a3e50,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
ruggedart,ethereum,1,2024-02-18T00:23:47Z,10,100,0xc85bcb370c7aaa4361622eba3d3a73a2e9f87f3b,1:0xc85bcb370c7aaa4361622eba3d3a73a2e9f87f3b,UNKNOWN_REQUIRES_RPC,-1,0x7ebd7e053fa9bd23926672bcdadf8ac8dd0bfe01de9a8292472f4fe265769489,19148135,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_2000000_3000000.parquet,6d562e88df03827bfbf01c2b88d473f0dece6ca3dcd2b0c76188bf3236dcdaae,5034155a722643d600f715e794034016a30370be86bb10cff63262925307db92,00084d68e84fae1d22065fc0ad47e6bb1090964aada65c6738d5018455808067,d9a762b47af38c80b865833c745e8a175695b8b9b59ddc1427448db0b4c92d4b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
saddle,ethereum,1,2021-12-16T00:58:40Z,10,100,0xc5644e6bb4fe58148ea960f7a8404c7bfa73c070,1:0xc5644e6bb4fe58148ea960f7a8404c7bfa73c070,UNKNOWN_REQUIRES_RPC,-1,0x9f7a0f32639f21447b6f005fad9351a6007abe16be34fc1ef1890fb37b43e837,13711786,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,e6bb95468ce05fd4ebb00f797b06eba28556864e2d147d77c6055ffcb6f7d646,00057d7ab2b628ba0882e6580ca5aaf48234f9f24c905f6e72c6d93863f2a7b6,90ec709a71ba2a486bbc306ea2b10f23cdd059a1d84d63017b0cd9c8d25397d6,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sandbox,ethereum,1,2019-12-05T07:52:17Z,10,100,0x91f46dd6ee5f3f8ce83287897938f7858f5761e4,1:0x91f46dd6ee5f3f8ce83287897938f7858f5761e4,UNKNOWN_REQUIRES_RPC,-1,0xbd73f956aa337eb27e658ba74fda1f0b40c8d59a371eb6b8369ca87d108d7930,8972401,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,48de11e0f608b1e297ad1959c7985b54f2967486b371af6b78766ed0e82010fb,001a109dbdfc696e7097ba9bf1aecea045ad7c559574704a6faf60e3e3ec70f2,0d04c413fd5e4df31c5b78fb1b3ae8dfdbba4ff27a2465ccd1142dd21c7fc6d1,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
seneca,ethereum,1,2024-02-20T21:18:47Z,10,100,0xbedafbb96a4b31e58a4dbd19bb5df78bd775aae7,1:0xbedafbb96a4b31e58a4dbd19bb5df78bd775aae7,UNKNOWN_REQUIRES_RPC,-1,0xfb4b3ffe248e15e6afadd21e37974155d163a3ff2a43d95a7e72c619b337262d,19147757,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_2000000_3000000.parquet,6d562e88df03827bfbf01c2b88d473f0dece6ca3dcd2b0c76188bf3236dcdaae,69cf3bc01937f1e411954d98acdb698f1471f937e2b68f03f9275d9386903ee6,0008f8288b4bb43e1c1675dfa8c494f8f12254a32dd92fc4c26a509fc93957e1,c0b6b2ceab2afc28c30fdff801ac0a2516144daeb49c2be92e2d7e5f3d3237bc,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
shoco,ethereum,1,2021-06-06T00:36:56Z,10,100,0x8450cfb5b846d329b47223d8553f8444846eb8d8,1:0x8450cfb5b846d329b47223d8553f8444846eb8d8,UNKNOWN_REQUIRES_RPC,-1,0x2255fb28ad6eeaa622fdd6fd15c868976f332a1a302829d92266b1207f974f42,12559077,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,91827be2e705e3b8426b7b969b82e6b041a08954a9ee0443fc90c23f4c2089fe,00089d83f0b2f8fd4e4b25af6e1206517bf108cc52929c9844b26c36175da152,5cda6169493a17058f85af86935e97cdf94d48cb20acebdbf171809ed04a5457,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
silo_finance,ethereum,1,2022-10-26T05:58:59Z,10,100,0x67317a98505f5597c52ceab8acf4d1342d466a34,1:0x67317a98505f5597c52ceab8acf4d1342d466a34,UNKNOWN_REQUIRES_RPC,-1,0x927a24b3c7e9336f6778994d1293d72ea6f4bfe0a328e0b72ef856e7849ce637,15797004,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,9e2487580de70b199fb2f3e897b84c9ab2ca185c133dac37b0b42254cf89a1dc,0016a610869c27e7c4402f58f0f84e9bd3ed27ccbc299e2312cd989cc355cbe4,6586809e89c3520780f393c7626b229999772bf63afd2d45bd504b2e1547fc24,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
snood,ethereum,1,2021-07-28T01:16:45Z,10,100,0xdaf843423e46a8c68e7d3f7fc73d3d5aed7e1175,1:0xdaf843423e46a8c68e7d3f7fc73d3d5aed7e1175,UNKNOWN_REQUIRES_RPC,-1,0x256ffd7a59af44f6142a9bc2798c294a28b83e5ccf3a64479193837d342e3062,12820278,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,b9a0e3c649b0fad9c0049eb2898889664756934a6d3dd886c20bdc8f21e34e6b,0007a76dc2d18021d71ac951db23079aa09366b687af9f1c0edc4e3966ff5898,7648b2892089b002ad2f96726cb19d5df35c4f87251e3dc5e472ab6db5c3ca48,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
socketgateway,ethereum,1,2024-01-14T05:16:59Z,10,100,0x67e14ee0d63aea69869699671d097ff889a9f99a,1:0x67e14ee0d63aea69869699671d097ff889a9f99a,UNKNOWN_REQUIRES_RPC,-1,0x1856b044d5c6b1d5fc7f6ff9d1acb4da4b9ceeb9d916643239b96d88161ff9bc,18900053,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_2000000_3000000.parquet,6d562e88df03827bfbf01c2b88d473f0dece6ca3dcd2b0c76188bf3236dcdaae,9255a333008389fdd32ca82caea6fafb5a0ace4ddb8243245ac4570330506e80,000c7d15db90f6c2d1f7bfa261f905009c1ace181dbae9f4c09fa1fbec2c99b7,9eb1b315a26e8d154b1ff815e8b296eebe3caf5f45511f7014401f30ca2cb1d4,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sorra_staking,ethereum,1,2024-12-20T18:18:47Z,10,100,0xd0597a6047d6dd5451d20f4de74781eca49f1778,1:0xd0597a6047d6dd5451d20f4de74781eca49f1778,UNKNOWN_REQUIRES_RPC,-1,0x5a7ae36e9f8f58eb01f8c790b8b98a48bc76b43eada3b884568a39ad1e36d29e,21404372,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,90176c234510df31700f83952695cff28ac37eaac62cb15430c8b54d0789329a,0010eacb5a6a2fd70c299b2d91e4d4cee2ba509d94f064d50afeb65b6270fd0d,45ad7301549959f46ddeaba1722133f7c1df2e7e4bc300c80ca50b6ba9f4a0bd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
spectra_finance,ethereum,1,2024-06-29T16:56:23Z,10,100,0x349deb0a2346e0f05767933c728651a1fd60f38b,1:0x349deb0a2346e0f05767933c728651a1fd60f38b,UNKNOWN_REQUIRES_RPC,-1,0x11717bd44b77bad623476682beba5f6e387153515fa917da3d74e495b31e010b,20136552,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,07017d4cc6aebe85532dfd97eebdaeb3160049d335a782a6720508ddccd39744,001943f4f261be9f9489dfa9801466477e3d7ae60c2271344f73dcadb525255f,39a7a8272fc8901179cfb73ea7d958dfa18e62e3899f156d7a146f2d48ec7a53,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sturdy,ethereum,1,2022-12-02T17:24:47Z,10,100,0x897dfb2e5cf6585dc50bd8b66d4077dc8065ea28,1:0x897dfb2e5cf6585dc50bd8b66d4077dc8065ea28,UNKNOWN_REQUIRES_RPC,-1,0x834390a408bb15c5e685ee29b072462b66be9a20cff8469735b5e5b96ae628e2,16011213,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,2ccada2debca690a553b2f98f36d39213dc4ebca35f7893989b49f325d6ced69,001c33f6c8459fd8b54741db71dd687eebf8d12486b6e546373d6e59b959d6fe,7bf33b3baa75f126886cc5e4e8991a684e1890dfa8fdb1fd3fae0ec9e5d25904,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sushi_badger_digg,ethereum,1,2021-01-11T11:57:26Z,9,90,0xfa336bc6607b0730f0916269db186274afb3f6b4,1:0xfa336bc6607b0730f0916269db186274afb3f6b4,UNKNOWN_REQUIRES_RPC,-1,0x6d190be25660ddeca59379d6df088c53faa707dfff11f9e665805d134e918349,11574850,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_19000000_20000000.parquet,204b7f381daf9d8017d4efd97183633a94c1c646efa22b219290c725f63c79d8,216969732f2be5654cc822fb8e1880651d305c7e3eb0aa9ca5397de839913fae,0008fe3a2fde9b58b3dc88a84868a5b4f0718ca1b712d3589454ffa43a3b66e4,27cd633a069a6cd83f0869a76e9f5567ab5d506385220f04572e6efb8ef69f4c,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
sushi_router,ethereum,1,2023-04-06T06:46:59Z,10,100,0x6d15ec55003470eeb7ca62b2c44bbc5bce68ea08,1:0x6d15ec55003470eeb7ca62b2c44bbc5bce68ea08,UNKNOWN_REQUIRES_RPC,-1,0x9542ec7dbca9caaac00f955961f73152d9c1187a65bca25b28e2dc1269a03a69,16852960,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,1975aeb3db0575fc89fedf31df31d89c80747396f1382b62ff9dd36230e0cf07,000ddcddab495adacb1efc8d0c7319e9f588c298f5b3dd449a543b5cc1662a78,a145103639df6076b3e96dd3b5dc9989cfb25c0eeec1129d6710fdcd684b291d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
