case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized,effective_status,source_index,source_run_binding_sha256,source_event_sha256,result_sha256,result_file_sha256,result_path,rejection_reason
sandbox,ethereum,1,2019-12-05T07:52:17Z,10,100,0x5b251749a2f8d9b8186e417db1d2f66912a25ee8,1:0x5b251749a2f8d9b8186e417db1d2f66912a25ee8,UNKNOWN_REQUIRES_RPC,-1,0xf8d958e2b42efdfc456c7cdc42e35cf11fdf87411d9ab50504fc0bca07897b15,9009863,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,8651f4faa76ed7b21d14798979111e1accf65ff8071cc513d34097e546025e30,00034ceb93239d79f57f30343b19d790eafbad94bde97e34a26d8c648636a8cf,4cd4fb15757d0a785d3c9828f5c9944233ddf8ca034eab3a28faf26fb1b28cc4,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,1f72d1508653be67084dbd137269ab46eb515d2a1e04927dac0c5b63fdeaf46a,445a7d00a9e9dd66e38b17c1f5f1e822559eea772c71bafd7398c65bef665671,c79025f478e444fb3a3845485aa7f7e6de943d3c6079dacb07591db157565acb,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4cd4fb15757d0a785d3c9828f5c9944233ddf8ca034eab3a28faf26fb1b28cc4.json,
one_inch_fusion_v1_settlement_hack,ethereum,1,2022-12-23T15:47:59Z,10,100,0xc9dfc256b4009121550c79f7fe405afe89f064d5,1:0xc9dfc256b4009121550c79f7fe405afe89f064d5,UNKNOWN_REQUIRES_RPC,-1,0x60f6b15600fb6e5260c31a9c97c9c0b0ed5aa1d9f5630d0c29d92b206b6278c8,16213360,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_6000000_7000000.parquet,408541b1fff35d9d72eb413a63bd7e1ecdfd299daa7ca67b3c7185856aa6aef7,b4d1824e35e3721c17010a67f20f19d936f10cbb304c6db2b8f065559ac21d06,0001e2093b94990a632720d2ce116f85eaa680ef03d35086a012665cf690f18e,4cede9c6c6c95cb05bf7048036a64ec56b6c1aad5b2decbe8a7479d16f3a8283,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,df183f79655a06add48494469ce3b97019d4c3e77f898110d62e68a022c102ad,77bbab0a5a62eee7a078f3458cff18cdc51e1e5a3a7e6c8334a2a4c3afa6fe12,074d4a2837ff32288ba0f38007dc3950de02d67539b9678ab3bb6b877e16d830,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4cede9c6c6c95cb05bf7048036a64ec56b6c1aad5b2decbe8a7479d16f3a8283.json,
ark,bsc,56,2024-03-12T16:12:49Z,10,100,0x94107faa2e5f4b0ba023c201771086c0c3d99e9b,56:0x94107faa2e5f4b0ba023c201771086c0c3d99e9b,UNKNOWN_REQUIRES_RPC,-1,0x115b3e33163886be03a89d0cb3dc8c6b11f1210a4d0dce3aa94040f96cb3e9a9,36107315,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,acfbb24d274538582ee8f833efbd7055033a06e6096bf3e7fcbb219db1069a82,000003bbc967ec31fd66d13579948c5e44c00ea2623edd768a5ffef03b2738a2,4d6a03c1e30f1756da77b818af5ea1513bd02b1d0ea280cc4a70976a3fbe891b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,e7e3b314d3dc2a2887d887b4849bfe22471aac293217bf31f37626059f756721,f4ef31251d48f6ccdb1b93631708fce93914f7da4addbb734a312f03602e8988,6ca57da4b4a78b8bab4ec8fa12fd67efb166fa45a853780b4ef8602a93f8d3b7,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/4d6a03c1e30f1756da77b818af5ea1513bd02b1d0ea280cc4a70976a3fbe891b.json,
babyswap,bsc,56,2021-06-03T06:44:05Z,9,90,0x3b5fc714e9d64627b1e976ca7b1d4a149035fa83,56:0x3b5fc714e9d64627b1e976ca7b1d4a149035fa83,UNKNOWN_REQUIRES_RPC,-1,0x34c10bf4483f2f2b837577411d7c260cb10c759d29ed5df30426d11b5bf8b951,7930006,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_31000000_32000000.parquet,1096c453513646713a3b6185edd15651bf3a9599e2e334ecd82bcf3c939ca722,2cfc92ba99d5d40fc7f18f451ec037b91f602fe648c3366d8d6c6e6371c3df13,000737689d6d2ad9ef86ebeeb8b81cc588958ee997beed72e3796faaf0fca8ce,4e1ac018f817d3d328a271d70d416a8338cae95bb7f49319d27b1d03f8897ded,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,b2702611d88fb1bc51155d51b4170c9ef8c125e61624a0ed56afcf60cb32d520,ba3e9138f51c45fb745d03ce9bfaf1c99731898ede62098339d231edd3d33b74,cbd36033a4ebf7ebd6dc48a5c8f2f18083df1f11162312bcf65f8870abc39896,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4e1ac018f817d3d328a271d70d416a8338cae95bb7f49319d27b1d03f8897ded.json,
MEV_0ad8,ethereum,1,2020-05-08T04:25:53Z,10,100,0x471afdb65b9e266cb77374b5005be16f82079caa,1:0x471afdb65b9e266cb77374b5005be16f82079caa,UNKNOWN_REQUIRES_RPC,-1,0xc3c275ae4fc3315bfba564e5e396c7357d7b7f1c26021b3a8e19766541dfb64d,9911538,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,11f8579590295f60d6ff682edf29b76521c3dac87ccb78c7c53b5445b4c7bddf,00027bb9841b28030dd11d1aabd7548a4914bec08a521fec346b4851d5f08fe3,4e3dbb6012a494248d388eddf45430342ab0c66101dc902536d5f8e48469e02f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,712b3b639568ac58f9bd0a3229d9cf4c552f68fa34b0ec3c3a0062aecfafc1ae,81d85c305e5ab2c6158883535434e05edbfc8f7790257b308e8a6a95dfeab6ac,7daa03aa1807d75b2a0df8fd14c46b6b7023b54d77d3b8facc8cc75f5cdefbc1,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4e3dbb6012a494248d388eddf45430342ab0c66101dc902536d5f8e48469e02f.json,
LBP,bsc,56,2026-05-08T01:57:51Z,1,10,0xd9d24725a9fcbfd6a329191dc972b1bdd8c36d36,56:0xd9d24725a9fcbfd6a329191dc972b1bdd8c36d36,UNKNOWN_REQUIRES_RPC,-1,0x7c2b7b2d6f175f1e77a9e800c0bb3c0eee960a7c123fc6c00833df81eb38cab5,94866522,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_28000000_29000000.parquet,a512ca3053caa2090f1042c2a492d4b63974138d49e6ef832b885fb36b556864,7de41b4176425363d3c44f4f52d654b549829218932c8b6bf633c4535ae842c4,0005dc7db579d85c983666ebb74e1cfe0e24cda43f8ffa01cb1597109f043df6,4e49f57a2a425f45b8f869b40202d250c46e03638fe79ea2889c6bcf31b4c00c,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,7bc665435c5e41ae89a07c0b6bfbc4e10a440315285699e696d510518384fd85,fcaff685ce7002294265905fc1f05f7f8072c5dd192d3ff5f3c708381364ef3d,bf457181bfe440050c585de6e72b40a5ad93dd47de460cca1a32abb1b34954e6,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/4e49f57a2a425f45b8f869b40202d250c46e03638fe79ea2889c6bcf31b4c00c.json,
lp_mine,bsc,56,2025-01-03T05:35:11Z,10,100,0x5b99f1de03027b90aad92cfd90090e9cbc253414,56:0x5b99f1de03027b90aad92cfd90090e9cbc253414,UNKNOWN_REQUIRES_RPC,-1,0xce3d301d7afb04513e89a1f4d52bf4c49591e261e40af944d6362fa1a094cf1f,45176867,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,1a444a23a6d1b4d4c712330abfbb30dabc24d25f2bcc5af1f6c5486847a36eb9,00290106d03ccf13f4ed88f6077da2ded6188ac11fed05459995a79c9a4ba81e,4e50b9ea7e7f9d67220259cc718744545bfaea645a4497187cd6f9a708710444,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,3160f2d5be4b543916393f5c6c00716048120547216c0c87ffcf22530427201d,23ec002e8f8a58ef69510cc3687ac53c71ca09767134c6ce2f1f46186ce734b0,486b08615285f23bbb5f681d91aa1803c3e70c0030a7b80fe2872194413a554e,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4e50b9ea7e7f9d67220259cc718744545bfaea645a4497187cd6f9a708710444.json,
luckytiger,ethereum,1,2022-08-23T06:00:04Z,10,100,0xfc4b9f6e56005ef77e3f283667f54e314d36d96d,1:0xfc4b9f6e56005ef77e3f283667f54e314d36d96d,UNKNOWN_REQUIRES_RPC,-1,0x19d5ad56f665dabc36eb46397ade90d7045028d6cc19a7bae2dfddaa9f6b02ae,15220251,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_27000000_28000000.parquet,1139f38241a564e9d3b6699af1dd324dbdb621a796a60b853718b835ed11e112,8ddf1c73da025b5eb57a84ac79dd975f5b4459cbc6b2999468e80926a1d66c4f,000ceb60e902cf160861f93c57c2701466ba530c0833fedf314d9591d73c36d0,4e961ee39c890a4c9bee3abda21d3e9f3cdf11500d2984082822db8ba51ff7ad,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,6dd20050fbea45296dc029ac196b04f0c45847917acb29e6b00fb4357b4bf4e6,59aa6aa782c96a81f18c2c7938ef2c157d63c3e84ab08fadb2271fdae550a75b,c14efebbe98a13ae3b8def4ad5866f7a49c90219e54182dc3d0e12d480026fab,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4e961ee39c890a4c9bee3abda21d3e9f3cdf11500d2984082822db8ba51ff7ad.json,
DLMC,bsc,56,2026-04-28T13:18:52Z,3,30,0xf1b01c08c7f4a1fc93126e25414ae8116e8df301,56:0xf1b01c08c7f4a1fc93126e25414ae8116e8df301,UNKNOWN_REQUIRES_RPC,-1,0xddf6aacaed45205a881f256ddb5e1f425cfa88e44668a926988203d01f0ff2d8,94440679,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,e3f271225413e466d79d3f0bf48d1c70cc5d62d7883177c9f3313d4c0384b0c4,00015b77dba3cdf33b4a5ee41bca490eff63946f7b095943a4ed926a2d3a1be2,4f36e86ac88e4cb1ece7d79108bf9e3043b177383799d30fe15616c2bd0d170f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,d0ed3c1ded5a93877e5f1b59608f030763100682b83c1e9a29bc0eaa0d1f43b8,6d624232fd0db771042f5c4267f5586e561ff73950afacb67e19616bbff69c52,c17da5f7c75a42c0f2e8e498bd22efddb0b1f53c053211281b802ab13d43a1df,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/4f36e86ac88e4cb1ece7d79108bf9e3043b177383799d30fe15616c2bd0d170f.json,
particletrade,ethereum,1,2023-10-03T23:57:35Z,10,100,0xf6ecc46ca8667644e53a52b53838fe0d11604a9d,1:0xf6ecc46ca8667644e53a52b53838fe0d11604a9d,UNKNOWN_REQUIRES_RPC,-1,0xef47e5445eec790a47fd122b35e081cc1c945fdd8b2168391f905f4e339c481d,18116204,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,727b67a5df7cacb98edb3620825f9e4eccda73b265a60809ebf5ca4c3be4a739,00014de73b8f80afd2e1fd30ecb60444e8c64f3f5e20f0138ae8149d2a2d69fa,4f3876a0e2a44767e8210e82c0c1166d2bbb3eb06560968ad8083da231654b3a,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,0556e94e932de674cf50386ca10b6de9795fe92c7d4a504467a173dde3fa19c0,49c5234020a4402ffa393525737b6558a9ad95edc1a2f21367c535bf5e3994ed,ce67d47b1ac842f878fb16dc83e8a31c423a668beed9b38c84c535edfb2e3679,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4f3876a0e2a44767e8210e82c0c1166d2bbb3eb06560968ad8083da231654b3a.json,
burner,ethereum,1,2020-07-28T09:39:06Z,10,100,0x9ab63c38a5978b1b79c19bf08ce880087f1cf13b,1:0x9ab63c38a5978b1b79c19bf08ce880087f1cf13b,UNKNOWN_REQUIRES_RPC,-1,0xf08e8bd528bdb848c30dcdcd85a97b9a332723633cfb5f1eeb7abae877016007,10383299,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_17000000_18000000.parquet,8a63eb54bb198d66bb4daa82d14922009830abddc204e948292b7e4942358c8a,6bd53d1700a8d9ba0424a1043477b2d564b08289a4e5bf83c5750ba45506ac97,0000d2bd9a8d855e1da84e01a4995b6144b86546de1e4296e9c13aeeaa2f449a,4f5ae75bcc941ce9dba636900a616c6f2047f77641edab441cbc2484046347b7,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,b7760650220aecf0b7e3d059673f05cc629cdc7f46c2fe118a3b1cf1ceab8f55,63d23be2cd1faca443526b9fbb04726be113ab745ef132584c0b49a06f8ebabe,6a3ef50b2a404501a8de1013c33bbdd754eb69f6cdd1c1ce8002393f1afe334d,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4f5ae75bcc941ce9dba636900a616c6f2047f77641edab441cbc2484046347b7.json,
sheepfarm2,bsc,56,2022-11-10T10:38:07Z,10,100,0xdcd3a91f679d3105587577be31d92757ca00a1e0,56:0xdcd3a91f679d3105587577be31d92757ca00a1e0,UNKNOWN_REQUIRES_RPC,-1,0x276a4fd2dcaf508adc00d2611864ac2da32ccdb12f16f49dc32b5b5945901392,22601197,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,60b61edf4305898d841288c46290017085267b6edb37a9baccaa0077f3bf4828,0000fe221543001491eaa6c9ea87ccb2b28d40e18e9631c3438443892a30e612,4f60a531f061525a251499d4c1beeda84c979aff7f41d3940bff4e735061e954,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,a322cc13ebc19e7175b90ee99b3c19e70466c9031ee73cba41f545a9af0555a9,077f5301d282bd947d05e181a09d93dc94aba8c8910edd304e053601d9d02dd7,0fca543f175b428213d55913077661363c6c8d08536377e973e7c78ddfc70c3b,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/4f60a531f061525a251499d4c1beeda84c979aff7f41d3940bff4e735061e954.json,
rbalancer,ethereum,1,2023-09-25T06:20:23Z,10,100,0xb9928329ccbc146794d3b7db0c752c9587f29b12,1:0xb9928329ccbc146794d3b7db0c752c9587f29b12,UNKNOWN_REQUIRES_RPC,-1,0x198abbd7201c1087b9c93472e980930665447c0627cd052c81b1dc54fe853f18,18111174,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,8a75a093dbf81ab8677225a13148cefdfc2786ef76f4ce0251555734191e51d3,00018532d3d64f423058b131b0ef36864084f1e052b7220d7ce74ae7fde81999,4ffd515fa08ec19f3545c80c93b9e5cf6e7e545a60cab322fb076314ac87e84d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,12409e028992ac256763a82365baa32a732a46bab2486d4f60ee760f85784f25,600b548ca97c38d0c32dda76922c82afb3ad296c4da0ab960f306abfc92f36a3,ac581dd2df158353db51cb82a93b3a971604ca9c6091f359ff0a5884a32c5d1f,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/4ffd515fa08ec19f3545c80c93b9e5cf6e7e545a60cab322fb076314ac87e84d.json,
atm,bsc,56,2024-03-24T07:42:57Z,10,100,0x73e14d35f17b4f6cebd2ff799d56ce59a1ea34e9,56:0x73e14d35f17b4f6cebd2ff799d56ce59a1ea34e9,UNKNOWN_REQUIRES_RPC,-1,0x7ee60c851f5c712b7585a9437f877178f3a7af02a1e128d7638794c292f54192,36365526,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_30000000_31000000.parquet,0d12ca90369256d040cf542c85f6ffcf446e4e3e8d19fd878d446ff8ed9337b7,6ac462a726ad805afc556a1803d29853cbaa44ccb64e844dc01e3c038d9cb498,000b76249bf901ea29745ed5b9804ec2d450ecf8f07da9ffe6f035d4840cec1a,5000a38fe17e7d324f77a0b967e101800ea0f943cc7ed10a412f367f305e3a8f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,fbfa74a6f2392cff2c1e812d13fbd37f74f7e0d3313b3adb5fe73cc344590aeb,115b41212d7e49fe1e42a2373c7f05995a21ae6aec4df0c179a00873b1965281,2769512d069656974abe738104eeedc211832b75a86fca4c69d3c610b5322a20,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/5000a38fe17e7d324f77a0b967e101800ea0f943cc7ed10a412f367f305e3a8f.json,
sheepfarm,bsc,56,2022-11-10T10:38:07Z,10,100,0x37d3238f7d9d2cd1ee156319fc29f2f9e0dcccdf,56:0x37d3238f7d9d2cd1ee156319fc29f2f9e0dcccdf,UNKNOWN_REQUIRES_RPC,-1,0x1c8d6e55ed50be3cae1048d02397d075a7932881a6ee9ad549a4dbee4a85f5f9,22761914,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_29000000_30000000.parquet,3255e78e345aff80bfd6dfc7d760f4bda3a96fce4225cc3e128ce3d21ff32822,7052042b2b13cb01e271c3f4170c54d86ca7873982e4f94e44a8f37b6fe7852e,0000e967abafb3e821197e50a35180798a8391a1f4fe98c206e2e7a218338dd3,500c7791bb64eab2d2837c60a280ab18285912e0c9d06d5f891d4ebc049ab460,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,c0aa2b0acbaca18e7cb53ed5e874aab0a0e557fced709350412f73793f050302,f655eb35a3bdd7b175703e8340e07e3837d985b5b7b0c415bcc6ff3bbf682006,64237f7f9f6cd0536982968c0f63798645c6796104d0ba66932d33cffd7a8bf8,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/500c7791bb64eab2d2837c60a280ab18285912e0c9d06d5f891d4ebc049ab460.json,
openleverage2,bsc,56,2023-03-23T09:10:44Z,10,100,0x8f46dd08ea84db02f3b2e69f99aa71c4815477e7,56:0x8f46dd08ea84db02f3b2e69f99aa71c4815477e7,UNKNOWN_REQUIRES_RPC,-1,0xbb09e41383cd22d2170bc7a1d1b06214110bafe1ce8fe653a457fc34a3eb481f,26294435,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,c091eb8993b73b6a96710f475ef7a956e59662efcedd6f65c383894c3a1d204e,0017f943e99c445ffe74f7bccb80d7256f98a682df9a8257349b3a7b932ef5e4,509549a5c6aafaa9d390818f2cc01d1b26b2dd0bf7baaca0365ff9f7ce83529b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,e48516440d3b3fa0f43dba11a5ce172327043f379507d8eb9e3a38f2f1923e32,d7ad7b673d3504995a87c2ebb93da84c5671d3bea7f51cafca295cadc4b1d1d7,d086268d57be50271d28c613f70c1fc70fab43b6848decd64fcee13ab5994424,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/509549a5c6aafaa9d390818f2cc01d1b26b2dd0bf7baaca0365ff9f7ce83529b.json,
cftoken,bsc,56,2022-04-09T16:53:35Z,1,10,0x5bbc393e808989e7e980d7f144e409fabd0c1864,56:0x5bbc393e808989e7e980d7f144e409fabd0c1864,UNKNOWN_REQUIRES_RPC,-1,0x53fa7eb77f228833b396e7ce1e87df259d40469cbe014dc0757cb76adf2c3a0d,16540954,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_7000000_8000000.parquet,54cb1c23725d5765da58c76ee4eb73bb326370e440cb6baab9e8463544906967,e2e6d414e342af8b635bcf23509466bec7f0617bd16469c507ed7eca63f29afa,00012a6d8d8051825a0d25f2e8d237d39b8cae793e4ae062bb1212bae3dcd432,50a4e4ad972053df871042a5611cbd6544ace2cf03c9bf8cff78108e530c055f,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,1,4ff0309fe7892390ddcbe7c44006795d1009640218349c012e9ae1841c387f29,d2ccd2d425713847d98bd1f77a56c2b63616f40adad555dc72a731a0f0578a42,d598998c1fe4c61a73151a87238a1c1bf641a88015f1969bf5242e5d225db9d3,cf096f15d4b9bf6887ae24400e99812d7468c298c2e4d63b921ac3dc84c80adb,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-retry-acquisition-v1-bsc/candidates/50a4e4ad972053df871042a5611cbd6544ace2cf03c9bf8cff78108e530c055f.json,
wifcoin_eth,ethereum,1,2024-06-11T00:26:59Z,10,100,0x8687b9119f95ef6d782b440770ce613c71acac43,1:0x8687b9119f95ef6d782b440770ce613c71acac43,UNKNOWN_REQUIRES_RPC,-1,0x628c0b95fc563525849070f6b2c6c645d736d3d95c1c57c347c5bdfe448e6b17,20008414,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_22000000_23000000.parquet,a1a8c72cce1fe224b93b96844ae747785fcf2fe710f05d75b354ef366070990a,d3964d4046a47a55d6f9c2cb1072602ddc950051006eb9f310eba7cb9b04658c,0002f1c34c3bb2ae28a6db60752c38287d36ab040636e1414f36270e67843d02,50e386007b1c8a6ef464347879ac462336ca9b9b2a1f4758315ddae8c1606f6d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False,COMPLETE,0,457c3f46d5b63ed0f5d0c19ab4a7bb44795a98e5c880adb5942ab56a6e98325a,4d3aa58e739f9add7c728f47efee5a5c002a9915b54a1466837ed55320e7d4de,9dc7c05f0b15312282a2c1584b9f0cecbb1d5d7901f300585a46bf3023b502ee,84d2314ec7b4dac4d5b2b891d2d5db2f001aeb63f7130f457bd42211f7538db4,/Users/rainbow/Documents/ZTech/Research/ChronosAudit/ChronosAudit_Research_Latest/02_Executable_Artifact/raw/stage2_controls/2026-08-23/control-candidate-attrition-extension-acquisition-v1/candidates/50e386007b1c8a6ef464347879ac462336ca9b9b2a1f4758315ddae8c1606f6d.json,
